"","term","Royds","Croz"
"1","Area",0,0
"2","Perim/area_ratio",0.289824736891897,0.285350241256021
"3","Elevation",0,0.208895102068879
"4","Slope",0.0896075690308619,0.189413742700836
"5","Aspect",0.167239313532396,0
"6","Wind_shelter",0.121993602734288,0.0140761711003096
"7","flow_acc",0.0792925767461425,0.125752022454351
"8","skua",0.0455660758011698,0.0135861209700345
