"","term","Royds","Croz"
"1","Area",0,0
"2","Perim/area_ratio",0.222098334536314,0.0422221226448241
"3","Elevation",0,0.0309093645080951
"4","Slope",0.0663225209937118,0.0280267864492689
"5","Aspect",0.137084412294615,0
"6","Wind_shelter",0.103770922170608,0.00208279418286371
"7","flow_acc",0.0571766728967417,0.0186070188394847
"8","skua",0.0370932958253652,0.00201028344444097
