Rowid_,SUBCOL,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
,s39,49,10,40.000000000000000,278.881622314453120,305.326293945312500,26.444671630859375,289.100827026367200,9.691992282892775,2891.008270263671900
,s5,50,10,40.000000000000000,276.581390380859370,277.657226562500000,1.075836181640625,277.162158203124990,0.351361547944213,2771.621582031250000
,qr65,51,30,120.000000000000000,197.992050170898440,351.144592285156250,153.152542114257810,301.192720031738300,48.132765386504531,9035.781600952148400
,d22,52,10,40.000000000000000,214.872390747070310,224.262573242187500,9.390182495117188,218.920722961425780,3.202501144767851,2189.207229614257800
,d16,53,10,40.000000000000000,186.811019897460940,198.731353759765630,11.920333862304687,191.517292785644540,4.037445862802678,1915.172927856445300
,d9-11,54,3,12.000000000000000,147.515472412109370,159.237762451171870,11.722290039062500,154.966974894205720,5.287767740498691,464.900924682617190
,d35,55,9,36.000000000000000,204.877731323242190,220.609436035156250,15.731704711914063,209.903535630967890,5.269519581789356,1889.131820678710900
,d12,56,13,52.000000000000000,209.868637084960940,215.355255126953120,5.486618041992188,212.221373337965760,1.303793241467196,2758.877853393554700
,d47,57,16,64.000000000000000,218.468963623046870,223.596176147460940,5.127212524414063,221.502250671386720,1.606612174093623,3544.036010742187500
,hk1,58,40,160.000000000000000,228.548477172851560,242.049819946289060,13.501342773437500,237.743935012817390,2.812820795489103,9509.757400512695300
,d1,59,236,944.000000000000000,172.343688964843750,219.828521728515620,47.484832763671875,192.831515231374960,9.905732439838825,45508.237594604492000
,g23,60,4,16.000000000000000,136.090560913085940,153.632461547851560,17.541900634765625,142.135219573974610,6.784162578426099,568.540878295898440
,g43,61,10,40.000000000000000,210.963760375976560,218.425537109375000,7.461776733398438,214.644195556640620,2.444303748827191,2146.441955566406200
,f37,62,26,104.000000000000000,213.317047119140630,220.451171875000000,7.134124755859375,217.078315147986790,1.878964179078577,5644.036193847656200
,g35,63,71,284.000000000000000,209.016586303710940,242.561508178710940,33.544921875000000,227.582144723811610,7.821771764129536,16158.332275390625000
,f23,64,10,40.000000000000000,199.160171508789060,206.002731323242190,6.842559814453125,202.179866027832020,2.091362881775519,2021.798660278320300
,g32,65,10,40.000000000000000,233.857025146484370,236.992309570312500,3.135284423828125,235.393150329589840,1.030443788841647,2353.931503295898400
,f5,66,41,164.000000000000000,227.166976928710940,241.735992431640620,14.569015502929688,233.967402016244280,3.554516644712011,9592.663482666015600
,fbeach,67,136,544.000000000000000,9.121490478515625,337.047119140625000,327.925628662109370,178.288138578919810,58.103227018131221,24247.186846733093000
,g2,68,23,92.000000000000000,170.555557250976560,180.571792602539060,10.016235351562500,174.817533410113780,3.112266908997765,4020.803268432617200
,d70,69,5,20.000000000000000,201.911453247070310,207.235961914062500,5.324508666992188,203.882473754882820,1.986526265393506,1019.412368774414100
,b33,70,9,36.000000000000000,190.537048339843750,198.578079223632810,8.041030883789063,194.706476847330720,2.867783311015436,1752.358291625976600
,s2-4,71,130,520.000000000000000,259.279449462890620,290.676635742187500,31.397186279296875,276.922886305588920,8.078995450365639,35999.975219726563000
,p6,72,223,892.000000000000000,218.451339721679690,238.644638061523440,20.193298339843750,225.412900231878870,4.015470559578590,50267.076751708984000
,l17,73,45,180.000000000000000,167.948913574218750,197.235076904296870,29.286163330078125,182.897207980685780,6.970371169140879,8230.374359130859400
,l23_1,74,1,4.000000000000000,203.736038208007810,203.736038208007810,0.000000000000000,203.736038208007810,0.000000000000000,203.736038208007810
,t5,75,32,128.000000000000000,236.359725952148440,258.039520263671880,21.679794311523438,242.447348117828370,6.999065340650936,7758.315139770507800
,m7,76,56,224.000000000000000,209.251617431640620,235.834075927734370,26.582458496093750,221.969332286289760,8.348705515089593,12430.282608032227000
,m6,77,11,44.000000000000000,237.597000122070310,241.125625610351560,3.528625488281250,239.390142267400560,1.143761840068475,2633.291564941406200
,m31,78,106,424.000000000000000,190.183685302734370,343.869293212890620,153.685607910156250,232.781716544673120,20.496866873843782,24674.861953735352000
,m30,79,38,152.000000000000000,215.968933105468750,224.771911621093750,8.802978515625000,221.035888671875000,2.362957439964834,8399.363769531250000
,m32,80,59,236.000000000000000,213.704544067382810,227.818313598632810,14.113769531250000,221.516752857272910,4.169935430915348,13069.488418579102000
,m37,81,13,52.000000000000000,226.013732910156250,247.705551147460940,21.691818237304688,237.385273860051090,8.024058319868637,3086.008560180664100
,g54,82,6,24.000000000000000,214.051773071289060,219.293487548828120,5.241714477539063,217.455652872721340,1.976345837173115,1304.733917236328100
,t16,83,48,192.000000000000000,272.842712402343750,286.182525634765620,13.339813232421875,279.749734878540040,3.621093700979145,13427.987274169922000
,l13,84,119,476.000000000000000,160.722335815429690,215.459274291992190,54.736938476562500,181.925877290613500,12.091161346049097,21649.179397583008000
,n22,85,7,28.000000000000000,236.270965576171870,240.505783081054690,4.234817504882813,237.877251761300220,1.471732399275998,1665.140762329101600
,n12,86,15,60.000000000000000,209.329177856445310,212.086380004882810,2.757202148437500,211.111329142252600,0.822557212370331,3166.669937133789100
,s38,87,27,108.000000000000000,238.883682250976560,252.164993286132810,13.281311035156250,244.688463564272270,4.405668951467749,6606.588516235351600
,p40_1,88,19,76.000000000000000,202.720230102539060,207.636642456054690,4.916412353515625,206.065669812654190,1.325377562531269,3915.247726440429700
,c30-31,89,144,576.000000000000000,161.090728759765620,311.198211669921870,150.107482910156250,257.892861154344360,19.901952295274342,37136.572006225586000
,l23_2,90,1,4.000000000000000,205.779602050781250,205.779602050781250,0.000000000000000,205.779602050781250,0.000000000000000,205.779602050781250
,s3,91,1,4.000000000000000,283.679870605468750,283.679870605468750,0.000000000000000,283.679870605468750,0.000000000000000,283.679870605468750
,d24_2,92,5,20.000000000000000,190.785232543945310,199.747894287109370,8.962661743164063,194.289971923828120,3.296775876375801,971.449859619140620
,d24_1,93,25,100.000000000000000,199.450073242187500,230.964492797851560,31.514419555664063,216.222355346679680,10.098987305531978,5405.558883666992200
,c19-1,94,9,36.000000000000000,231.005966186523440,235.820159912109370,4.814193725585938,233.884379069010410,1.835954014977786,2104.959411621093700
,n11,95,8,32.000000000000000,204.840347290039060,214.154922485351560,9.314575195312500,211.515089035034180,2.706644402895062,1692.120712280273400
,b10,96,40,160.000000000000000,114.867431640625000,240.447341918945310,125.579910278320310,216.536125183105470,27.249855743801326,8661.445007324218700
,t7,97,64,256.000000000000000,252.613571166992190,274.032196044921880,21.418624877929688,265.933095216751100,5.891454873065101,17019.718093872070000
,t18,98,2,8.000000000000000,225.378601074218750,243.686798095703120,18.308197021484375,234.532699584960940,9.154098510742188,469.065399169921870
,s33,99,50,200.000000000000000,251.906097412109370,285.451141357421870,33.545043945312500,271.638712463378910,7.410512533022708,13581.935623168945000
,d48,100,6,24.000000000000000,202.043243408203120,221.499404907226560,19.456161499023438,212.981170654296870,7.363117352688668,1277.887023925781200
,p23,101,3,12.000000000000000,227.501022338867190,231.545852661132810,4.044830322265625,229.317087809244780,1.676882756508610,687.951263427734370
