Rowid_,SUBCOL,ZONE_CODE,COUNT,AREA,MEAN
,wb,1,18,72.000000000000000,32.611111111111114
,b26,2,318,1272.000000000000000,176.588050314465420
,b25,3,4,16.000000000000000,565.500000000000000
,b24,4,51,204.000000000000000,1700.862745098039100
,b23,5,229,916.000000000000000,111.301310043668120
,b12,6,38,152.000000000000000,48.394736842105260
,n10,7,19,76.000000000000000,14.210526315789474
,n28,8,5,20.000000000000000,20.600000000000001
,c58,9,59,236.000000000000000,22.779661016949152
,m27,10,11,44.000000000000000,63.000000000000000
,c46,11,16,64.000000000000000,169.562500000000000
,c6,12,22,88.000000000000000,7.590909090909091
,m28,13,20,80.000000000000000,74.200000000000003
,m29,14,12,48.000000000000000,223.833333333333340
,m25,15,9,36.000000000000000,41.555555555555557
,m23a,16,5,20.000000000000000,79.799999999999997
,m11,17,1,4.000000000000000,202.000000000000000
,m22a,18,2,8.000000000000000,24.500000000000000
,m23,19,46,184.000000000000000,125.217391304347830
,m24,20,4,16.000000000000000,1124.750000000000000
,m21,21,28,112.000000000000000,4.892857142857143
,m16-22,22,27,108.000000000000000,36.518518518518519
,m12,23,41,164.000000000000000,232.414634146341460
,c51,24,18,72.000000000000000,163.000000000000000
,c38,25,13,52.000000000000000,115.000000000000000
,c24,26,28,112.000000000000000,272.142857142857170
,c37,27,13,52.000000000000000,61.230769230769234
,p55,28,8,32.000000000000000,47.375000000000000
,m33-34-35,29,229,916.000000000000000,115.825327510917030
,m6a,30,17,68.000000000000000,188.764705882352930
,m5,31,38,152.000000000000000,78.578947368421055
,m4,32,21,84.000000000000000,3.285714285714286
,m1a,33,13,52.000000000000000,59.076923076923080
,m14,34,6,24.000000000000000,33.833333333333336
,m14a,35,25,100.000000000000000,1181.800000000000000
,m38,36,46,184.000000000000000,2.782608695652174
,m36,37,13,52.000000000000000,12.230769230769230
,mis,38,34,136.000000000000000,2466.941176470588300
,p63,39,29,116.000000000000000,57.000000000000000
,p42,40,36,144.000000000000000,192.750000000000000
,p44,41,53,212.000000000000000,734.584905660377330
,p22,42,9,36.000000000000000,22.666666666666668
,p24,43,38,152.000000000000000,54.947368421052630
,p33,44,18,72.000000000000000,138.166666666666660
,p39,45,12,48.000000000000000,62.166666666666664
,p21,46,24,96.000000000000000,22.083333333333332
,qr132,47,15,60.000000000000000,12.733333333333333
,qr20,48,40,160.000000000000000,30.425000000000001
,s39,49,10,40.000000000000000,178.199999999999990
,s5,50,10,40.000000000000000,46.700000000000003
,qr65,51,30,120.000000000000000,15.633333333333333
,d22,52,10,40.000000000000000,42.399999999999999
,d16,53,10,40.000000000000000,28.600000000000001
,d9-11,54,3,12.000000000000000,0.333333333333333
,d35,55,9,36.000000000000000,7.666666666666667
,d12,56,13,52.000000000000000,16.461538461538460
,d47,57,16,64.000000000000000,23.625000000000000
,hk1,58,40,160.000000000000000,15.449999999999999
,d1,59,236,944.000000000000000,61.682203389830505
,g58,60,2,8.000000000000000,4.000000000000000
,g23,61,4,16.000000000000000,8.500000000000000
,g43,62,10,40.000000000000000,46.200000000000003
,f37,63,26,104.000000000000000,170.423076923076930
,g35,64,71,284.000000000000000,83.267605633802816
,f23,65,10,40.000000000000000,49.799999999999997
,g32,66,10,40.000000000000000,53.700000000000003
,f5,67,41,164.000000000000000,23.853658536585368
,fbeach,68,136,544.000000000000000,208.029411764705880
,g2,69,23,92.000000000000000,35.478260869565219
,d70,70,5,20.000000000000000,8.600000000000000
,b33,71,9,36.000000000000000,119.444444444444440
,s2-4,72,130,520.000000000000000,43.399999999999999
,p6,73,223,892.000000000000000,59.372197309417039
,l17,74,45,180.000000000000000,93.422222222222217
,l23_1,75,1,4.000000000000000,308.000000000000000
,t5,76,32,128.000000000000000,7.437500000000000
,m7,77,56,224.000000000000000,89.964285714285708
,m6,78,11,44.000000000000000,127.000000000000000
,m31,79,106,424.000000000000000,97.433962264150949
,m30,80,38,152.000000000000000,54.368421052631582
,m32,81,59,236.000000000000000,91.203389830508470
,m37,82,13,52.000000000000000,8.461538461538462
,g54,83,6,24.000000000000000,28.333333333333332
,t16,84,48,192.000000000000000,19.000000000000000
,l13,85,119,476.000000000000000,186.840336134453790
,n22,86,7,28.000000000000000,43.571428571428569
,n12,87,15,60.000000000000000,281.266666666666650
,s38,88,27,108.000000000000000,876.444444444444460
,p40_1,89,19,76.000000000000000,250.105263157894740
,c30-31,90,144,576.000000000000000,36.750000000000000
,l23_2,91,1,4.000000000000000,1.000000000000000
,s3,92,1,4.000000000000000,13.000000000000000
,d24_2,93,5,20.000000000000000,85.200000000000003
,d24_1,94,25,100.000000000000000,11359.719999999999000
,c19-1,95,9,36.000000000000000,147.000000000000000
,n11,96,8,32.000000000000000,3.125000000000000
,b10,97,40,160.000000000000000,38.075000000000003
,t7,98,64,256.000000000000000,58.687500000000000
,t18,99,2,8.000000000000000,342.000000000000000
,s33,100,50,200.000000000000000,75.439999999999998
,d48,101,6,24.000000000000000,3505.833333333333500
,p23,102,3,12.000000000000000,22.000000000000000
,m19,103,36,144.000000000000000,150.527777777777770
,m20,104,84,336.000000000000000,239.690476190476200
,g46,105,3,12.000000000000000,2.333333333333334
,l19,106,4,16.000000000000000,6.500000000000000
,c40,107,2,8.000000000000000,165.500000000000000
