Rowid_,SUBCOL,ZONE_CODE,COUNT,AREA,MEAN
,1a,1,18,72.000000000000000,-0.029100000405581
,1c,2,3,12.000000000000000,-0.048399999737740
,1b,3,1,4.000000000000000,-0.019700000062585
,2,4,14,56.000000000000000,-0.034378571568855
,3c,5,2,8.000000000000000,-0.005200000130571
,4,6,4,16.000000000000000,0.168524995446205
,14a-b,7,4,16.000000000000000,0.105599999427795
,5,8,10,40.000000000000000,0.020220000296831
,6,9,28,112.000000000000000,0.048835714414184
,23,10,7,28.000000000000000,0.073157141783408
,21,11,63,252.000000000000000,0.090684127103212
,9s,12,6,24.000000000000000,0.078283334150910
,9n,13,13,52.000000000000000,0.191161538545902
,10n,14,2,8.000000000000000,0.251050002872944
, ,15,4,16.000000000000000,0.278274998068810
,19,16,7,28.000000000000000,0.296857148408890
,wb2,17,6,24.000000000000000,0.282500003774961
,10s,18,35,140.000000000000000,0.320822855404445
,11-12,19,150,600.000000000000000,0.030540666603871
,20a,20,1,4.000000000000000,0.330300003290176
,20b,21,31,124.000000000000000,0.417851614375268
,13,22,1,4.000000000000000,0.031300000846386
,3a,23,6,24.000000000000000,-0.035650000597040
,3b,24,3,12.000000000000000,0.030166666954756
