Rowid_,SUBCOL,ZONE_CODE,COUNT,AREA,MEAN
,1a,1,18,72.000000000000000,0.070105555984709
,1c,2,4,16.000000000000000,0.025200000032783
,1b,3,1,4.000000000000000,0.054099999368191
,2,4,17,68.000000000000000,0.047652941416292
,3c,5,3,12.000000000000000,0.103333334128062
,4,6,4,16.000000000000000,0.141799997538328
,14a-b,7,4,16.000000000000000,0.131725002080202
,5,8,9,36.000000000000000,0.095900000797378
,6,9,32,128.000000000000000,0.112565624760464
,23,10,7,28.000000000000000,0.111800000071526
,21,11,64,256.000000000000000,0.195171874947846
,9s,12,5,20.000000000000000,0.165560001134872
,9n,13,9,36.000000000000000,0.164777780572573
,10n,14,5,20.000000000000000,0.244779998064041
, ,15,4,16.000000000000000,0.274650001898408
,19,16,6,24.000000000000000,0.307383333643277
,wb2,17,7,28.000000000000000,0.308228577886309
,10s,18,33,132.000000000000000,0.323390908313520
,11-12,19,161,644.000000000000000,0.049417391430618
,20a,20,1,4.000000000000000,0.325300008058548
,20b,21,29,116.000000000000000,0.454972413079492
,13,22,1,4.000000000000000,0.129600003361702
,3a,23,6,24.000000000000000,0.056783333420753
,3b,24,2,8.000000000000000,0.079750001430511
