Rowid_,SUBCOL,ZONE_CODE,COUNT,AREA,MEAN
,1a,1,5,20.000000000000000,0.000000000000000
,1c,2,3,12.000000000000000,5.000000000000000
,1b,3,1,4.000000000000000,0.000000000000000
,2,4,14,56.000000000000000,0.071428571428571
,3c,5,2,8.000000000000000,0.000000000000000
,4,6,4,16.000000000000000,0.000000000000000
,14a-b,7,4,16.000000000000000,0.000000000000000
,5,8,10,40.000000000000000,0.000000000000000
,6,9,28,112.000000000000000,0.000000000000000
,23,10,7,28.000000000000000,0.000000000000000
,21,11,20,80.000000000000000,0.000000000000000
,9s,12,6,24.000000000000000,0.000000000000000
,9n,13,13,52.000000000000000,0.000000000000000
,10n,14,2,8.000000000000000,0.000000000000000
, ,15,4,16.000000000000000,0.000000000000000
,19,16,7,28.000000000000000,0.000000000000000
,wb2,17,6,24.000000000000000,0.000000000000000
,10s,18,35,140.000000000000000,0.000000000000000
,11-12,19,3,12.000000000000000,0.000000000000000
,20a,20,1,4.000000000000000,1.000000000000000
,20b,21,31,124.000000000000000,0.000000000000000
,13,22,1,4.000000000000000,0.000000000000000
,3a,23,6,24.000000000000000,0.000000000000000
,3b,24,3,12.000000000000000,0.000000000000000
