OBJECTID,subcol,ZONE_CODE,COUNT,AREA,MEAN
1,wb,1,18,72.000000000000000,11.408073902130127
2,b26,2,318,1272.000000000000000,12.594816390823269
3,b25,3,4,16.000000000000000,6.195719122886658
4,b24,4,51,204.000000000000000,2.835879678819694
5,b23,5,229,916.000000000000000,7.764525544695458
6,b12,6,38,152.000000000000000,8.083384137404593
7,n10,7,19,76.000000000000000,21.168051769858913
8,n28,8,5,20.000000000000000,14.855687522888184
9,c58,9,59,236.000000000000000,21.566022565809348
10,m27,10,11,44.000000000000000,12.941549561240457
11,c46,11,16,64.000000000000000,13.152683734893799
12,c6,12,22,88.000000000000000,14.981841260736639
13,m28,13,20,80.000000000000000,12.888206815719604
14,m29,14,12,48.000000000000000,11.768428405125936
15,m25,15,9,36.000000000000000,9.778566254509819
16,m23a,16,5,20.000000000000000,7.938889694213867
17,m11,17,1,4.000000000000000,7.298242092132568
18,m22a,18,2,8.000000000000000,8.622315883636475
19,m23,19,46,184.000000000000000,7.229237888170325
20,m24,20,4,16.000000000000000,10.391861200332642
21,m21,21,28,112.000000000000000,8.627275262560163
22,m16-22,22,27,108.000000000000000,7.064044175324617
23,m12,23,41,164.000000000000000,5.885532146546899
24,c51,24,18,72.000000000000000,9.315875689188639
25,c38,25,13,52.000000000000000,14.241936757014347
26,c24,26,28,112.000000000000000,14.042664596012660
27,c37,27,13,52.000000000000000,14.251986503601074
28,p55,28,8,32.000000000000000,14.045940876007080
29,m33-34-35,29,229,916.000000000000000,12.759447834897770
30,m6a,30,17,68.000000000000000,9.669005954966826
31,m5,31,38,152.000000000000000,5.338742726727536
32,m4,32,21,84.000000000000000,6.484400919505528
33,m1a,33,13,52.000000000000000,12.193327757028433
34,m14,34,6,24.000000000000000,8.584140459696451
35,m14a,35,25,100.000000000000000,9.206419639587402
36,m38,36,46,184.000000000000000,10.261546321537184
37,m36,37,13,52.000000000000000,12.783608950101412
38,mis,38,34,136.000000000000000,7.124517037588007
39,p63,39,29,116.000000000000000,16.889511634563579
40,p42,40,36,144.000000000000000,15.431502209769356
41,p44,41,53,212.000000000000000,14.971863584698371
42,p22,42,9,36.000000000000000,16.462678803337944
43,p24,43,38,152.000000000000000,16.600042368236341
44,p33,44,18,72.000000000000000,15.052076922522652
45,p39,45,12,48.000000000000000,16.023742119471233
46,p21,46,24,96.000000000000000,14.574948549270630
47,qr132,47,15,60.000000000000000,12.123681449890137
48,qr20,48,40,160.000000000000000,14.249669432640076
49,s39,49,10,40.000000000000000,12.059801197052002
50,s5,50,10,40.000000000000000,13.420585823059081
51,qr65,51,30,120.000000000000000,20.864148298899334
52,d22,52,10,40.000000000000000,10.077863693237305
53,d16,53,10,40.000000000000000,10.325224018096923
54,d9-11,54,3,12.000000000000000,8.033207893371582
55,d35,55,9,36.000000000000000,12.827436765034994
56,d12,56,13,52.000000000000000,15.268049020033617
57,d47,57,16,64.000000000000000,13.455805897712708
58,hk1,58,40,160.000000000000000,20.848242282867432
59,d1,59,236,944.000000000000000,9.738138122073675
60,g58,60,2,8.000000000000000,12.737374305725098
61,g23,61,4,16.000000000000000,14.732757091522217
62,g43,62,10,40.000000000000000,8.434919548034667
63,f37,63,26,104.000000000000000,7.618748353077815
64,g35,64,71,284.000000000000000,7.221163172117421
65,f23,65,10,40.000000000000000,7.658273935317993
66,g32,66,10,40.000000000000000,7.924310207366943
67,f5,67,41,164.000000000000000,13.706934696290551
68,fbeach,68,136,544.000000000000000,7.620434008100453
69,g2,69,23,92.000000000000000,12.977963903675908
70,d70,70,5,20.000000000000000,12.348844718933105
71,b33,71,9,36.000000000000000,6.056713051266140
72,s2-4,72,130,520.000000000000000,13.442070733583890
73,p6,73,223,892.000000000000000,12.515796554462792
74,l17,74,45,180.000000000000000,11.932958136664496
75,l23_1,75,1,4.000000000000000,15.927158355712891
76,t5,76,32,128.000000000000000,10.164350092411041
77,m7,77,56,224.000000000000000,7.408480933734349
78,m6,78,11,44.000000000000000,7.824531685222279
79,m31,79,106,424.000000000000000,11.489650103281129
80,m30,80,38,152.000000000000000,12.063564852664346
81,m32,81,59,236.000000000000000,12.368854829820537
82,m37,82,13,52.000000000000000,19.508055613591122
83,g54,83,6,24.000000000000000,7.241980950037639
84,t16,84,48,192.000000000000000,14.406606892744700
85,l13,85,119,476.000000000000000,10.638511184884720
86,n22,86,7,28.000000000000000,15.679753439767021
87,n12,87,15,60.000000000000000,13.503287378946940
88,s38,88,27,108.000000000000000,6.483624687901250
89,p40_1,89,19,76.000000000000000,15.935476202713815
90,c30-31,90,144,576.000000000000000,11.386523978577721
91,l23_2,91,1,4.000000000000000,15.364790916442871
92,s3,92,1,4.000000000000000,14.415660858154297
93,d24_2,93,5,20.000000000000000,9.613937568664550
94,d24_1,94,25,100.000000000000000,8.546680641174316
95,c19-1,95,9,36.000000000000000,13.404874059889051
96,n11,96,8,32.000000000000000,14.958900094032288
97,b10,97,40,160.000000000000000,5.827373754978180
98,t7,98,64,256.000000000000000,14.687544152140617
99,t18,99,2,8.000000000000000,6.892479181289673
100,s33,100,50,200.000000000000000,8.048900947570800
101,d48,101,6,24.000000000000000,12.975148677825928
102,p23,102,3,12.000000000000000,18.369147618611652
103,m19,103,36,144.000000000000000,8.095374054378933
104,m20,104,84,336.000000000000000,9.291912249156408
105,g46,105,3,12.000000000000000,7.314612547556560
106,l19,106,4,16.000000000000000,13.408992052078247
107,c40,107,2,8.000000000000000,13.713006496429443
