"","X.1","X","Bandnumb","Orig_col","Br_col","Season","Breeder","Result","Success","Area","Type","Sex","Cohort","Age","Br_exp","Device","Notes","Hatching.date","fitval","diff_success","BQI","BQI_A","season_yr","season","lat","lon"
"4434",10652,11300,50830,"CROZ","CROZ",2011,1,"FAIL",0,"M","KA","M",2006,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0873177760472169,-0.0949152604273687,2011,"1112",-77.452532,169.231432
"4435",10653,11301,50830,"CROZ","CROZ",2012,1,"FAIL",0,"M","KA","M",2006,6,1,"","",NA,0.265652861567613,-0.265652861567613,-0.0949152604273685,-0.13759966071243,2012,"1213",-77.452497,169.231602
"4436",10656,11304,50832,"CROZ","CROZ",2012,1,"CR1",1,"L","KA","M",2006,6,0,"","",NA,0.150110446312257,0.849889553687743,-0.120124214415961,0.203213708285273,2012,"1213",-77.454556,169.239616
"4437",10660,11308,50833,"CROZ","CROZ",2012,1,"CR8",1,"M","KA","M",2006,6,0,"1","",NA,0.150110446312257,0.849889553687743,-0.0949152604273685,0.141285943101409,2012,"1213",-77.452499,169.232106
"4438",10661,11309,50833,"CROZ","CROZ",2013,1,"CR1",1,"M","KA","M",2006,7,1,"","",NA,0.276047991287683,0.723952008712317,0.141285943101409,0.257819156223591,2013,"1314",-77.452486,169.232129
"4439",10662,11310,50833,"CROZ","CROZ",2014,1,"CR1",1,"M","KA","M",2006,8,2,"1","",NA,0.426307201625458,0.573692798374542,0.257819156223591,0.310464763248749,2014,"1415",-77.452499,169.232143
"4440",10668,11316,50841,"CROZ","CROZ",2012,1,"CR8",1,"M","KA","U",2006,6,1,"","",NA,0.265652861567613,0.734347138432387,0.207725320884073,0.339380775271151,2012,"1213",-77.453368,169.228643
"4441",10675,11323,50842,"CROZ","CROZ",2016,1,"FAIL",0,"M","KA","M",2006,10,0,"","",NA,0.325471915591283,-0.325471915591283,-0.168675408384345,-0.194808159585502,2016,"1617",-77.452996,169.231354
"4442",10677,11325,50844,"CROZ","CROZ",2010,1,"CR1",1,"M","KA","M",2006,4,0,"","",NA,0.130138199644251,0.869861800355749,-0.0444973524501831,0.412682223952783,2010,"1011",-77.452428,169.234209
"4443",10680,11328,50845,"CROZ","CROZ",2011,0,"NB",0,"M","KA","U",2006,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0873177760472169,-0.0949152604273687,2011,"1112",-77.452031,169.219081
"4444",10682,11330,50850,"CROZ","CROZ",2010,1,"FAIL",0,"L","KA","F",2006,4,0,"","",NA,0.130138199644251,-0.130138199644251,NA,-0.130138199644251,2010,"1011",-77.453658,169.2363
"4445",10683,11331,50850,"CROZ","CROZ",2011,1,"FAIL",0,"L","KA","F",2006,5,1,"","",NA,0.202188485253347,-0.202188485253347,-0.130138199644251,-0.166163342448799,2011,"1112",-77.45366,169.23672
"4446",10684,11332,50850,"CROZ","CROZ",2012,1,"CR1",1,"L","KA","F",2006,6,2,"","",NA,0.303251086568572,0.696748913431428,-0.166163342448799,0.121474076177943,2012,"1213",-77.453671,169.236327
"4447",10686,11334,50855,"CROZ","CROZ",2011,1,"CR2?",1,"M","KA","F",2006,5,0,"","",NA,0.110110229187672,0.889889770812328,-0.130138199644251,0.379875785584039,2011,"1112",-77.452813,169.230724
"4448",10695,11343,50864,"CROZ","CROZ",2012,1,"FAIL?",0,"M","KA","F",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0841667162022892,-0.0928145538640835,2012,"1213",-77.452699,169.233922
"4449",10703,11351,50874,"CROZ","CROZ",2010,0,"NB",0,"L","KA","M",2007,3,0,"","Changed FAIL to NB",NA,0.0906058566806351,-0.0906058566806351,NA,-0.0906058566806351,2010,"1011",-77.454277,169.241208
"4450",10705,11353,50874,"CROZ","CROZ",2017,0,"NB",0,"E","KA","M",2007,10,0,"","",NA,0.495579870493892,-0.495579870493892,-0.137900670424241,-0.257127070447458,2017,"1718",-77.454782,169.24465
"4451",10710,11359,50880,"CROZ","CROZ",2011,0,"NB",0,"F","KA","U",2007,4,0,"","",NA,0.0777275757239434,-0.0777275757239434,-0.0906058566806351,-0.0841667162022892,2011,"1112",-77.458504,169.252731
"4452",10718,11367,50882,"CROZ","CROZ",2012,1,"CR1?",1,"M","KA","U",2007,5,0,"","",NA,0.110110229187672,0.889889770812328,-0.0841667162022892,0.24051877946925,2012,"1213",-77.452768,169.233529
"4453",10727,11377,50891,"CROZ","CROZ",2011,1,"CR1?",1,"M","KA","F",2007,4,0,"","",NA,0.0777275757239434,0.922272424276057,-0.0906058566806351,0.415833283797711,2011,"1112",-77.452614,169.236826
"4454",10729,11379,50892,"CROZ","CROZ",2012,1,"FAIL",0,"M","KA","F",2007,5,1,"","",NA,0.202188485253347,-0.202188485253347,-0.0777275757239434,-0.139958030488645,2012,"1213",-77.453339,169.2308
"4455",10733,11384,50894,"CROZ","CROZ",2012,1,"FAIL?",0,"M","KA","F",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0841667162022892,-0.0928145538640835,2012,"1213",-77.453088,169.235808
"4456",10737,11388,50898,"CROZ","CROZ",2012,1,"FAIL",0,"B","KA","M",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0777275757239434,-0.0939189024558077,2012,"1213",-77.451591,169.231341
"4457",10739,11390,50898,"CROZ","CROZ",2015,1,"FAIL",0,"B","KA","M",2007,8,1,"","",NA,0.280559087997425,-0.280559087997425,-0.168495929651378,-0.19651171923789,2015,"1516",-77.451649,169.231628
"4458",10740,11391,50898,"CROZ","CROZ",2016,1,"FAIL",0,"B","KA","M",2007,9,2,"","",NA,0.496514881152262,-0.496514881152262,-0.19651171923789,-0.256512351620764,2016,"1617",-77.451655,169.231351
"4459",10744,11395,50899,"CROZ","CROZ",2014,1,"CR1?",1,"L","KA","M",2007,7,0,"","",NA,0.185195484167846,0.814804515832154,-0.0928145538640833,0.134090213559976,2014,"1415",-77.45439,169.240696
"4460",10751,11402,50903,"CROZ","CROZ",2016,1,"FAIL",0,"M","KA","M",2007,9,1,"","",NA,0.450446168150446,-0.450446168150446,0.138459826860564,-0.00876667189218827,2016,"1617",-77.452666,169.23527
"4461",10752,11403,50903,"CROZ","CROZ",2017,1,"CR2?",1,"M","KA","M",2007,10,2,"","",NA,0.707689763336525,0.292310236663475,-0.00876667189218829,0.0514487098189444,2017,"1718",-77.452627,169.234806
"4462",10755,11406,50904,"CROZ","CROZ",2012,1,"CR1",1,"M","KA","F",2007,5,0,"1","",NA,0.110110229187672,0.889889770812328,-0.0841667162022892,0.24051877946925,2012,"1213",-77.453124,169.236234
"4463",10759,11410,50905,"CROZ","CROZ",2012,1,"CR1?",1,"M","KA","F",2007,5,0,"","",NA,0.110110229187672,0.889889770812328,-0.0841667162022892,0.24051877946925,2012,"1213",-77.452996,169.236608
"4464",10763,11414,50906,"CROZ","CROZ",2012,1,"CR2?",1,"L","KA","F",2007,5,0,"","",NA,0.110110229187672,0.889889770812328,-0.0841667162022892,0.24051877946925,2012,"1213",-77.454057,169.23621
"4465",10768,11419,50912,"CROZ","CROZ",2013,1,"FAIL",0,"M","KA","U",2007,6,0,"","",NA,0.118865947253036,-0.118865947253036,-0.0928145538640833,-0.0993274022113216,2013,"1314",-77.452199,169.228651
"4466",10770,11421,50914,"CROZ","CROZ",2012,1,"FAIL",0,"M","KA","M",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0777275757239434,-0.0939189024558077,2012,"1213",-77.45234,169.235426
"4467",10772,11423,50914,"CROZ","CROZ",2014,1,"CR1?",1,"M","KA","M",2007,7,1,"","",NA,0.317649984042519,0.682350015957481,-0.134774221685591,0.0695068377251767,2014,"1415",-77.452372,169.235406
"4468",10773,11424,50914,"CROZ","CROZ",2015,1,"CR8?",1,"M","KA","M",2007,8,2,"","",NA,0.319349555825175,0.680650444174825,0.0695068377251768,0.191735559015106,2015,"1516",-77.452322,169.235413
"4469",10774,11425,50914,"CROZ","CROZ",2016,1,"CR1?",1,"M","KA","M",2007,9,3,"","",NA,0.496514881152262,0.503485118847738,0.191735559015106,0.243693818987212,2016,"1617",-77.452351,169.235424
"4470",10775,11426,50914,"CROZ","CROZ",2017,1,"CR2?",1,"M","KA","M",2007,10,4,"","",NA,0.707689763336525,0.292310236663475,0.243693818987212,0.250639021512392,2017,"1718",-77.452361,169.235375
"4471",10786,11439,50931,"CROZ","CROZ",2014,1,"FAIL",0,"M","KA","M",2007,7,0,"","",NA,0.185195484167846,-0.185195484167846,-0.102234584054884,-0.122974809083124,2014,"1415",-77.453109,169.234388
"4472",10789,11442,50931,"CROZ","CROZ",2017,1,"CR2?",1,"M","KA","M",2007,10,1,"","",NA,0.668024274352936,0.331975725647064,-0.203817415413395,-0.127275538119043,2017,"1718",-77.453112,169.234267
"4473",10796,11449,50936,"CROZ","CROZ",2015,1,"FAIL?",0,"M","KA","M",2007,8,0,"","",NA,0.15994549392158,-0.15994549392158,-0.116501018602626,-0.123741764489119,2015,"1516",-77.452248,169.235126
"4474",10797,11450,50936,"CROZ","CROZ",2016,1,"CR1?",1,"M","KA","M",2007,9,1,"","",NA,0.450446168150446,0.549553831849554,-0.123741764489119,-0.0275566792978798,2016,"1617",-77.452292,169.235134
"4475",10798,11451,50936,"CROZ","CROZ",2017,1,"CR2?",1,"M","KA","M",2007,10,2,"","",NA,0.707689763336525,0.292310236663475,-0.0275566792978796,0.0124266851972896,2017,"1718",-77.452288,169.235107
"4476",10802,11455,50945,"CROZ","CROZ",2011,1,"CR1?",1,"M","KA","M",2007,4,0,"","",NA,0.0777275757239434,0.922272424276057,-0.0906058566806351,0.415833283797711,2011,"1112",-77.45216,169.233503
"4477",10805,11458,50945,"CROZ","CROZ",2014,1,"CR2?",1,"M","KA","M",2007,7,1,"","",NA,0.317649984042519,0.682350015957481,0.103248305549229,0.219068647630879,2014,"1415",-77.452163,169.23355
"4478",10807,11460,50945,"CROZ","CROZ",2016,1,"FAIL?",0,"M","KA","M",2007,9,2,"","",NA,0.496514881152262,-0.496514881152262,0.129332280388204,0.03992554302528,2016,"1617",-77.452164,169.233644
"4479",10808,11461,50945,"CROZ","CROZ",2017,1,"CR1",1,"M","KA","M",2007,10,3,"","",NA,0.707689763336525,0.292310236663475,0.0399255430252799,0.0714736297300544,2017,"1718",-77.452183,169.23338
"4480",10817,11471,50971,"CROZ","CROZ",2012,1,"CR1?",1,"M","KA","F",2007,5,0,"","",NA,0.110110229187672,0.889889770812328,-0.0841667162022892,0.24051877946925,2012,"1213",-77.452799,169.234616
"4481",10818,11472,50971,"CROZ","CROZ",2013,1,"CR1",1,"M","KA","F",2007,6,1,"","",NA,0.216484860145159,0.783515139854841,0.24051877946925,0.376267869565648,2013,"1314",-77.452803,169.234653
"4482",10821,11475,50973,"CROZ","CROZ",2011,1,"FAIL",0,"M","KA","M",2007,4,0,"","",NA,0.0777275757239434,-0.0777275757239434,-0.0906058566806351,-0.0841667162022892,2011,"1112",-77.452552,169.232475
"4483",10823,11477,50973,"CROZ","CROZ",2013,1,"FAIL",0,"M","KA","M",2007,6,1,"","",NA,0.216484860145159,-0.216484860145159,-0.123507305885975,-0.146751694450771,2013,"1314",-77.452544,169.232465
"4484",10825,11480,50976,"CROZ","CROZ",2011,1,"CR1",1,"M","KA","M",2007,4,0,"","",NA,0.0777275757239434,0.922272424276057,-0.0906058566806351,0.415833283797711,2011,"1112",-77.453034,169.236434
"4485",10827,11482,50976,"CROZ","CROZ",2013,1,"FAIL?",0,"M","KA","M",2007,6,1,"","",NA,0.216484860145159,-0.216484860145159,0.209826027447358,0.103248305549229,2013,"1314",-77.453006,169.236227
"4486",10828,11483,50976,"CROZ","CROZ",2014,1,"CR1?",1,"M","KA","M",2007,7,2,"1","",NA,0.35900963664137,0.64099036335863,0.103248305549229,0.210796717111109,2014,"1415",-77.453022,169.236207
"4487",10829,11484,50976,"CROZ","CROZ",2015,1,"CR1?",1,"M","KA","M",2007,8,3,"","",NA,0.319349555825175,0.680650444174825,0.210796717111109,0.289105671621729,2015,"1516",-77.452974,169.236206
"4488",10830,11485,50976,"CROZ","CROZ",2016,1,"FAIL",0,"M","KA","M",2007,9,4,"","",NA,0.496514881152262,-0.496514881152262,0.289105671621728,0.176874164082587,2016,"1617",-77.452502,169.235312
"4489",10831,11486,50976,"CROZ","CROZ",2017,1,"CR1?",1,"M","KA","M",2007,10,5,"","",NA,0.707689763336525,0.292310236663475,0.176874164082587,0.191303673155198,2017,"1718",-77.453011,169.236318
"4490",10834,11490,50978,"CROZ","CROZ",2012,1,"CR1?",1,"HK","KA","M",2007,5,0,"","",NA,0.110110229187672,0.889889770812328,-0.0841667162022892,0.24051877946925,2012,"1213",-77.455755,169.242365
"4491",10836,11492,50978,"CROZ","CROZ",2014,1,"CR2?",1,"HK","KA","M",2007,7,1,"","",NA,0.317649984042519,0.682350015957481,0.126267869565648,0.237484298844014,2014,"1415",-77.455719,169.242316
"4492",10840,11496,50981,"CROZ","CROZ",2015,1,"FAIL",0,"B","KA","F",2007,8,0,"","",NA,0.15994549392158,-0.15994549392158,-0.124344429693154,-0.13324469575026,2015,"1516",-77.451689,169.231102
"4493",10841,11497,50981,"CROZ","CROZ",2016,1,"CR1",1,"B","KA","F",2007,9,1,"","",NA,0.450446168150446,0.549553831849554,-0.13324469575026,0.00331500976970251,2016,"1617",-77.45171,169.230982
"4494",10850,11507,50990,"CROZ","CROZ",2016,1,"FAIL",0,"L","KA","M",2007,9,0,"","",NA,0.285812037458033,-0.285812037458033,-0.123741764489119,-0.146894660627535,2016,"1617",-77.453656,169.237959
"4495",10853,11510,50992,"CROZ","CROZ",2013,1,"CR2?",1,"M","KA","M",2007,6,0,"","",NA,0.118865947253036,0.881134052746964,-0.0939189024558074,0.23109874927845,2013,"1314",-77.452753,169.234229
"4496",10854,11511,50992,"CROZ","CROZ",2014,1,"CR1?",1,"M","KA","M",2007,7,1,"","",NA,0.317649984042519,0.682350015957481,0.23109874927845,0.343911565948207,2014,"1415",-77.45278,169.234189
"4497",10855,11512,50992,"CROZ","CROZ",2015,1,"CR1?",1,"M","KA","M",2007,8,2,"","",NA,0.319349555825175,0.680650444174825,0.343911565948207,0.411259341593531,2015,"1516",-77.452763,169.234153
"4498",10856,11513,50992,"CROZ","CROZ",2016,1,"CR1",1,"M","KA","M",2007,9,3,"","",NA,0.496514881152262,0.503485118847738,0.411259341593531,0.426630304469232,2016,"1617",-77.45277,169.234229
"4499",10859,11516,50995,"CROZ","CROZ",2012,1,"CR1",1,"M","KA","M",2007,5,0,"","",NA,0.110110229187672,0.889889770812328,-0.0841667162022892,0.24051877946925,2012,"1213",-77.452898,169.235503
"4500",10862,11519,50995,"CROZ","CROZ",2015,1,"CR8?",1,"M","KA","M",2007,8,2,"","",NA,0.319349555825175,0.680650444174825,0.237484298844014,0.311345323065816,2015,"1516",-77.452904,169.235603
"4501",10863,11520,50995,"CROZ","CROZ",2016,1,"CR8?",1,"M","KA","M",2007,9,3,"","",NA,0.496514881152262,0.503485118847738,0.311345323065816,0.338793865320376,2016,"1617",-77.452928,169.235553
"4502",10864,11521,50995,"CROZ","CROZ",2017,1,"FAIL?",0,"M","KA","M",2007,10,4,"","",NA,0.707689763336525,-0.707689763336525,0.338793865320376,0.207983411738264,2017,"1718",-77.452916,169.235643
"4503",10872,11530,50998,"CROZ","CROZ",2015,1,"FAIL",0,"M","KA","F",2007,8,1,"","",NA,0.280559087997425,-0.280559087997425,-0.116501018602626,-0.143844030168426,2015,"1516",-77.452896,169.236578
"4504",10873,11531,50998,"CROZ","CROZ",2016,1,"CR1?",1,"M","KA","F",2007,9,2,"","",NA,0.496514881152262,0.503485118847738,-0.143844030168426,-0.0513684374518314,2016,"1617",-77.452967,169.236394
"4505",10874,11532,50998,"CROZ","CROZ",2017,1,"FAIL?",0,"M","KA","F",2007,10,3,"","",NA,0.707689763336525,-0.707689763336525,-0.0513684374518314,-0.133408603187418,2017,"1718",-77.452875,169.236481
"4506",10876,11534,50999,"CROZ","CROZ",2012,0,"NB",0,"T","KA","M",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0777275757239434,-0.0939189024558077,2012,"1213",-77.457625,169.241325
"4507",10878,11536,50999,"CROZ","CROZ",2014,1,"CR1?",1,"T","KA","M",2007,7,0,"","",NA,0.185195484167846,0.814804515832154,-0.102234584054884,0.127025190916876,2014,"1415",-77.457608,169.24132
"4508",10879,11537,50999,"CROZ","CROZ",2015,1,"FAIL?",0,"T","KA","M",2007,8,1,"","",NA,0.280559087997425,-0.280559087997425,0.127025190916876,0.0455083351340155,2015,"1516",-77.457623,169.241192
"4509",10882,11540,51000,"CROZ","CROZ",2012,1,"FAIL",0,"L","KA","M",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0841667162022892,-0.0928145538640835,2012,"1213",-77.45298,169.238062
"4510",10885,11543,51001,"CROZ","CROZ",2012,1,"FAIL?",0,"M","KA","U",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0841667162022892,-0.0928145538640835,2012,"1213",-77.453035,169.23616
"4511",10886,11544,51001,"CROZ","CROZ",2012,0,"NB",0,"M","KA","U",2007,5,1,"","",NA,0.202188485253347,-0.202188485253347,-0.0928145538640833,-0.120158036711399,2012,"1213",-77.453035,169.23616
"4512",10887,11545,51001,"CROZ","CROZ",2013,1,"CR1?",1,"M","KA","U",2007,6,1,"","",NA,0.216484860145159,0.783515139854841,-0.120158036711399,0.0605765986018487,2013,"1314",-77.453067,169.23611
"4513",10888,11546,51001,"CROZ","CROZ",2014,1,"FAIL?",0,"M","KA","U",2007,7,2,"","",NA,0.35900963664137,-0.35900963664137,0.0605765986018489,-0.00935444060535442,2014,"1415",-77.453057,169.236105
"4514",10889,11547,51001,"CROZ","CROZ",2015,1,"FAIL",0,"M","KA","U",2007,8,3,"","",NA,0.319349555825175,-0.319349555825175,-0.00935444060535425,-0.0536394570653288,2015,"1516",-77.453053,169.236168
"4515",10890,11548,51001,"CROZ","CROZ",2016,1,"CR1?",1,"M","KA","U",2007,9,4,"","",NA,0.496514881152262,0.503485118847738,-0.0536394570653287,0.0160011149238046,2016,"1617",-77.453062,169.236179
"4516",10897,11555,51009,"CROZ","CROZ",2012,1,"FAIL",0,"B","KA","U",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0777275757239434,-0.0939189024558077,2012,"1213",-77.45177,169.228056
"4517",10900,11558,51011,"CROZ","CROZ",2011,1,"FAIL",0,"L","KA","F",2007,4,0,"","",NA,0.0777275757239434,-0.0777275757239434,-0.0906058566806351,-0.0841667162022892,2011,"1112",-77.453384,169.239502
"4518",10901,11559,51011,"CROZ","CROZ",2012,1,"CR2?",1,"L","KA","F",2007,5,1,"","",NA,0.202188485253347,0.797811514746653,-0.0841667162022892,0.209826027447358,2012,"1213",-77.45335,169.239338
"4519",10902,11560,51011,"CROZ","CROZ",2013,1,"FAIL",0,"L","KA","F",2007,6,2,"","",NA,0.24948846981567,-0.24948846981567,0.209826027447358,0.0949974031316011,2013,"1314",-77.453375,169.239258
"4520",10919,11581,51042,"CROZ","CROZ",2012,1,"CR1",1,"L","KA","F",2007,5,0,"1","",NA,0.110110229187672,0.889889770812328,-0.0777275757239434,0.406081097544192,2012,"1213",-77.453695,169.237407
"4521",10920,11582,51042,"CROZ","CROZ",2013,1,"CR1?",1,"L","KA","F",2007,6,1,"","",NA,0.216484860145159,0.783515139854841,0.406081097544193,0.531892444981075,2013,"1314",-77.45367,169.237415
"4522",10930,11593,51052,"CROZ","CROZ",2015,1,"FAIL",0,"M","KA","F",2007,8,0,"","",NA,0.15994549392158,-0.15994549392158,-0.116501018602626,-0.123741764489119,2015,"1516",-77.452917,169.233182
"4523",10931,11594,51052,"CROZ","CROZ",2016,1,"CR1?",1,"M","KA","F",2007,9,1,"","",NA,0.450446168150446,0.549553831849554,-0.123741764489119,-0.0275566792978798,2016,"1617",-77.45293,169.233134
"4524",10934,11597,51053,"CROZ","CROZ",2012,1,"FAIL",0,"M","KA","M",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0841667162022892,-0.0928145538640835,2012,"1213",-77.452631,169.236218
"4525",10937,11600,51053,"CROZ","CROZ",2015,1,"CR1?",1,"M","KA","M",2007,8,1,"","",NA,0.280559087997425,0.719440912002575,-0.162515701155986,-0.0155229322962256,2015,"1516",-77.452641,169.236068
"4526",10938,11601,51053,"CROZ","CROZ",2016,1,"CR8?",1,"M","KA","M",2007,9,2,"","",NA,0.496514881152262,0.503485118847738,-0.0155229322962256,0.0586210750100549,2016,"1617",-77.452633,169.236081
"4527",10939,11602,51053,"CROZ","CROZ",2017,1,"FAIL",0,"M","KA","M",2007,10,3,"","",NA,0.707689763336525,-0.707689763336525,0.0586210750100549,-0.0371677797832676,2017,"1718",-77.452651,169.23603
"4528",10942,11605,51055,"CROZ","CROZ",2012,1,"FAIL",0,"M","KA","F",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0841667162022892,-0.0928145538640835,2012,"1213",-77.452535,169.232039
"4529",10944,11607,51055,"CROZ","CROZ",2014,1,"CR1?",1,"M","KA","F",2007,7,1,"","",NA,0.317649984042519,0.682350015957481,-0.123732130434352,0.0374842988440143,2014,"1415",-77.45253,169.232172
"4530",10945,11608,51055,"CROZ","CROZ",2015,1,"CR1?",1,"M","KA","F",2007,8,2,"","",NA,0.319349555825175,0.680650444174825,0.0374842988440144,0.144678656399149,2015,"1516",-77.452517,169.232123
"4531",10946,11609,51055,"CROZ","CROZ",2016,1,"CR8",1,"M","KA","F",2007,9,3,"","",NA,0.496514881152262,0.503485118847738,0.144678656399149,0.195936722463233,2016,"1617",-77.452476,169.232105
"4532",10947,11610,51055,"CROZ","CROZ",2017,1,"CR1",1,"M","KA","F",2007,10,4,"","",NA,0.707689763336525,0.292310236663475,0.195936722463233,0.207983411738264,2017,"1718",-77.45252,169.232101
"4533",10952,11616,51061,"CROZ","CROZ",2012,1,"FAIL",0,"M","KA","U",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0841667162022892,-0.0928145538640835,2012,"1213",-77.4522,169.233454
"4534",10954,11618,51061,"CROZ","CROZ",2014,1,"CR1?",1,"M","KA","U",2007,7,1,"","",NA,0.317649984042519,0.682350015957481,-0.123732130434352,0.0374842988440143,2014,"1415",-77.452224,169.233486
"4535",10955,11619,51061,"CROZ","CROZ",2015,1,"CR8?",1,"M","KA","U",2007,8,2,"","",NA,0.319349555825175,0.680650444174825,0.0374842988440144,0.144678656399149,2015,"1516",-77.452219,169.233491
"4536",10956,11620,51067,"CROZ","CROZ",2012,1,"FAIL",0,"N","KA","U",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,NA,-0.110110229187672,2012,"1213",-77.451884,169.225936
"4537",10959,11624,51069,"CROZ","CROZ",2012,1,"FAIL",0,"M","KA","F",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0841667162022892,-0.0928145538640835,2012,"1213",-77.452973,169.233848
"4538",10960,11625,51069,"CROZ","CROZ",2013,1,"CR1",1,"M","KA","F",2007,6,1,"","",NA,0.216484860145159,0.783515139854841,-0.0928145538640833,0.126267869565648,2013,"1314",-77.452958,169.233663
"4539",10962,11627,51069,"CROZ","CROZ",2015,1,"CR1?",1,"M","KA","F",2007,8,2,"","",NA,0.319349555825175,0.680650444174825,0.0292123683242442,0.137785380966008,2015,"1516",-77.452972,169.233656
"4540",10963,11628,51069,"CROZ","CROZ",2016,1,"CR1",1,"M","KA","F",2007,9,3,"","",NA,0.496514881152262,0.503485118847738,0.137785380966008,0.190028200663398,2016,"1617",-77.453012,169.23382
"4541",10966,11631,51072,"CROZ","CROZ",2011,1,"CR1",1,"M","KA","U",2007,4,0,"","",NA,0.0777275757239434,0.922272424276057,-0.0906058566806351,0.415833283797711,2011,"1112",-77.452834,169.231245
"4542",10975,11640,51089,"CROZ","CROZ",2013,1,"CR1",1,"L","KA","F",2007,6,0,"","",NA,0.118865947253036,0.881134052746964,-0.0928145538640833,0.150672597788678,2013,"1314",-77.453574,169.237687
"4543",10976,11641,51089,"CROZ","CROZ",2014,1,"CR1?",1,"L","KA","F",2007,7,1,"","",NA,0.317649984042519,0.682350015957481,0.150672597788679,0.257008081422439,2014,"1415",-77.453573,169.237579
"4544",10977,11642,51089,"CROZ","CROZ",2015,1,"CR1?",1,"L","KA","F",2007,8,2,"","",NA,0.319349555825175,0.680650444174825,0.257008081422439,0.32761514188117,2015,"1516",-77.453555,169.237621
"4545",10978,11643,51089,"CROZ","CROZ",2016,1,"FAIL",0,"L","KA","F",2007,9,3,"","",NA,0.496514881152262,-0.496514881152262,0.32761514188117,0.209882281447823,2016,"1617",-77.453586,169.237673
"4546",11015,11682,51134,"CROZ","CROZ",2013,1,"CR1",1,"M","KA","M",2007,6,0,"","",NA,0.118865947253036,0.881134052746964,-0.0928145538640833,0.150672597788678,2013,"1314",-77.45269,169.233623
"4547",11024,11691,51144,"CROZ","CROZ",2016,1,"CR1?",1,"M","KA","U",2007,9,0,"","",NA,0.285812037458033,0.714187962541967,-0.13324469575026,0.0362418359081851,2016,"1617",-77.452429,169.236056
"4548",11031,11698,51159,"CROZ","CROZ",2013,1,"FAIL",0,"M","KA","M",2007,6,0,"","",NA,0.118865947253036,-0.118865947253036,-0.0928145538640833,-0.0993274022113216,2013,"1314",-77.452931,169.230434
"4549",11037,11705,51165,"CROZ","CROZ",2012,1,"FAIL?",0,"L","KA","U",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0841667162022892,-0.0928145538640835,2012,"1213",-77.45407,169.239239
"4550",11038,11706,51165,"CROZ","CROZ",2013,1,"FAIL?",0,"L","KA","U",2007,6,1,"","",NA,0.216484860145159,-0.216484860145159,-0.0928145538640833,-0.123732130434352,2013,"1314",-77.454074,169.239192
"4551",11039,11707,51165,"CROZ","CROZ",2014,1,"CR8?",1,"L","KA","U",2007,7,2,"","",NA,0.35900963664137,0.64099036335863,-0.123732130434352,0.0292123683242441,2014,"1415",-77.454091,169.23924
"4552",11040,11708,51165,"CROZ","CROZ",2015,1,"FAIL",0,"L","KA","U",2007,8,3,"","",NA,0.319349555825175,-0.319349555825175,0.0292123683242442,-0.0288812857006591,2015,"1516",-77.45412,169.239426
"4553",11042,11710,51172,"CROZ","CROZ",2012,1,"FAIL",0,"M","KA","F",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,NA,-0.110110229187672,2012,"1213",-77.453043,169.230413
"4554",11052,11720,51182,"CROZ","CROZ",2015,1,"FAIL",0,"M","KA","M",2007,8,0,"","",NA,0.15994549392158,-0.15994549392158,-0.116501018602626,-0.123741764489119,2015,"1516",-77.453151,169.23233
"4555",11055,11723,51184,"CROZ","CROZ",2012,1,"CR1",1,"M","KA","M",2007,5,0,"","",NA,0.110110229187672,0.889889770812328,-0.0841667162022892,0.24051877946925,2012,"1213",-77.45377,169.228461
"4556",11062,11730,51191,"CROZ","CROZ",2012,1,"FAIL?",0,"M","KA","F",2007,5,0,"","",NA,0.110110229187672,-0.110110229187672,-0.0841667162022892,-0.0928145538640835,2012,"1213",-77.45311,169.229675
"4557",11063,11731,51191,"CROZ","CROZ",2013,1,"FAIL",0,"M","KA","F",2007,6,1,"","",NA,0.216484860145159,-0.216484860145159,-0.0928145538640833,-0.123732130434352,2013,"1314",-77.453112,169.229643
"4558",11064,11732,51191,"CROZ","CROZ",2014,1,"FAIL",0,"M","KA","F",2007,7,2,"","",NA,0.35900963664137,-0.35900963664137,-0.123732130434352,-0.170787631675756,2014,"1415",-77.453038,169.229639
