bandnumb,season,bqi
517,2002,.00000
1427,2005,.00000
1593,2002,.00000
1801,2006,.00000
1801,2007,.70265
2069,2003,.00000
2069,2004,-.0024
2160,2005,.00000
2160,2006,-.0889
2222,2004,.00000
2349,2002,.00000
2427,2005,.00000
2642,2006,.00000
2723,2003,.00000
2726,2005,.00000
2726,2006,-.0526
2726,2008,.37647
2762,2005,.00000
2762,2006,-.0526
2762,2007,-.1235
2762,2008,.16030
2762,2009,.04233
2762,2010,-.0121
2762,2011,-.0849
2762,2012,-.1132
2762,2013,-.1330
2863,2005,.00000
2863,2006,-.0242
2932,2007,.00000
3563,2005,.00000
3567,2006,.00000
3575,2008,.00000
3586,2005,.00000
3586,2006,-.0083
3586,2007,-.0331
3907,2006,.00000
4147,2008,.00000
4177,2009,.00000
4273,2012,.00000
4335,2010,.00000
4712,2009,.00000
4749,2010,.00000
4749,2011,-.0440
4749,2014,-.0470
4749,2015,.26492
4761,2011,.00000
4912,2011,.00000
4912,2012,-.0230
4984,2011,.00000
4984,2012,-.0230
5010,2010,.00000
5096,2010,.00000
5202,2011,.00000
5221,2012,.00000
5751,2011,.00000
5778,2012,.00000
5875,2012,.00000
5895,2011,.00000
5902,2011,.00000
5902,2012,-.0156
5902,2013,-.0300
5902,2014,-.0407
5902,2015,-.0771
6104,2014,.00000
6104,2015,-.1244
6114,2012,.00000
6445,2014,.00000
6445,2015,-.0391
6696,2014,.00000
6696,2015,-.0179
6729,2014,.00000
20128,2003,.00000
20695,2002,.00000
21032,2001,.00000
21133,2001,.00000
21300,2003,.00000
21301,2000,.00000
21301,2001,-.0063
21301,2002,-.0034
21301,2003,-.0430
21301,2004,-.0391
21301,2005,-.0836
21302,2000,.00000
21302,2001,-.0063
21302,2002,-.0034
21302,2003,-.0430
21302,2004,-.0391
21307,2000,.00000
21307,2002,-.0063
21307,2003,-.0643
21307,2004,-.0573
21310,2001,.00000
21310,2002,-.0005
21310,2003,-.0614
21310,2004,-.0500
21311,2000,.00000
21311,2001,-.0063
21311,2002,-.0034
21311,2003,-.0430
21311,2004,-.0391
21311,2005,-.1040
21316,2000,.00000
21316,2001,-.0063
21316,2002,-.0034
21316,2003,-.0430
21316,2004,-.0431
21316,2005,-.1072
21316,2006,-.1800
21316,2007,-.1203
21316,2008,-.2020
21316,2009,-.1425
21316,2010,-.1721
21324,2001,.00000
21328,2000,.00000
21328,2001,-.0063
21328,2002,-.0034
21328,2003,-.0430
21328,2004,-.0391
21328,2005,-.0836
21328,2006,-.1252
21328,2007,-.0620
21328,2008,-.1510
21328,2009,-.0972
21329,2000,.00000
21329,2001,-.0063
21329,2002,-.0034
21329,2003,-.0430
21329,2004,-.0391
21329,2005,-.0836
21330,2000,.00000
21330,2001,-.0063
21330,2002,-.0034
21346,2001,.00000
21346,2002,-.0005
21365,2000,.00000
21365,2001,-.0063
21365,2002,-.0034
21368,2000,.00000
21368,2001,-.0063
21368,2002,-.0034
21369,2000,.00000
21372,2000,.00000
21372,2001,-.0063
21372,2002,-.0034
21372,2004,-.0430
21372,2005,.15236
21372,2006,.03264
21372,2007,.06694
21372,2009,-.0532
21372,2010,-.1014
21372,2011,-.1654
21372,2012,-.2020
21373,2000,.00000
21373,2003,-.0063
21373,2005,-.0168
21373,2006,-.1223
21373,2007,-.2347
21373,2008,-.1273
21373,2009,-.2172
21379,2001,.00000
21379,2002,-.0005
21380,2000,.00000
21380,2001,-.0063
21380,2002,-.0034
21380,2003,-.0430
21380,2004,-.0431
21380,2005,-.1072
21381,2000,.00000
21381,2001,-.0063
21381,2002,-.0034
21381,2003,.29029
21381,2004,.20688
21381,2005,.29284
21381,2006,.15330
21381,2007,.16546
21381,2009,.17304
21381,2010,.21618
21381,2011,.22682
21385,2000,.00000
21385,2001,-.0063
21385,2002,-.0034
21386,2000,.00000
21399,2000,.00000
21399,2001,-.0063
21399,2002,-.0034
21399,2003,-.0430
21400,2000,.00000
21400,2001,-.0063
21400,2002,-.0034
21400,2003,-.0430
21400,2004,-.0391
21401,2001,.00000
21401,2002,-.0005
21401,2003,-.0614
21401,2004,-.0500
21401,2005,-.1029
21401,2006,.02844
21401,2007,.06344
21401,2008,-.0562
21401,2009,-.1325
21401,2010,-.1665
21403,2001,.00000
21403,2002,-.0005
21408,2000,.00000
21408,2002,-.0063
21408,2003,-.0643
21408,2004,-.0520
21413,2000,.00000
21413,2001,-.0063
21413,2002,-.0034
21413,2003,-.0430
21413,2004,-.0431
21416,2000,.00000
21419,2001,.00000
21419,2002,-.0005
21419,2003,-.0614
21419,2004,-.0500
21420,2001,.00000
21420,2002,-.0005
21420,2003,-.0614
21420,2004,-.0500
21420,2005,-.1029
21423,2000,.00000
21423,2001,-.0063
21428,2000,.00000
21428,2001,-.0063
21428,2002,-.0034
21428,2004,-.0430
21431,2001,.00000
21431,2002,-.0005
21434,2000,.00000
21436,2001,.00000
21436,2002,-.0005
21438,2001,.00000
21438,2002,-.0005
21443,2003,.00000
21443,2004,-.0273
21443,2005,.35560
21454,2000,.00000
21454,2002,-.0063
21454,2003,-.0643
21455,2000,.00000
21455,2001,-.0063
21455,2002,-.0034
21455,2003,.29029
21465,2000,.00000
21465,2001,-.0063
21465,2002,-.0034
21465,2003,-.0430
21465,2004,-.0391
21465,2005,-.0836
21465,2006,.04147
21465,2007,.08085
21465,2008,.09901
21465,2009,.01390
21465,2010,.06863
21465,2011,.09172
21469,2000,.00000
21471,2000,.00000
21471,2002,-.0063
21471,2007,-.0643
21473,2000,.00000
21473,2001,-.0063
21473,2002,-.0034
21473,2003,-.0430
21473,2004,-.0391
21473,2005,-.0836
21473,2006,.02264
21473,2007,.05347
21473,2008,-.0499
21473,2009,-.0074
21475,2000,.00000
21475,2001,-.0063
21475,2002,-.0034
21475,2003,.29029
21475,2004,.20688
21475,2005,.27383
21475,2006,.13746
21475,2007,.00903
21475,2008,.03616
21475,2009,-.0420
21475,2010,.01836
21475,2011,.04602
21477,2000,.00000
21477,2001,-.0063
21477,2002,-.0034
21479,2003,.00000
21479,2004,-.0273
21479,2005,.35560
21481,2002,.00000
21481,2003,-.1223
21481,2004,-.0748
21481,2005,.19631
21483,2000,.00000
21483,2001,-.0063
21483,2002,-.0034
21483,2003,-.0430
21483,2004,-.0391
21483,2005,-.0836
21485,2000,.00000
21485,2001,-.0063
21485,2002,-.0034
21485,2003,-.0430
21485,2004,-.0391
21485,2005,-.0836
21485,2006,.02264
21485,2007,-.0894
21485,2008,-.1749
21485,2009,-.1185
21485,2010,-.0505
21485,2011,-.0166
21487,2000,.00000
21487,2001,-.0063
21492,2000,.00000
21492,2001,-.0063
21495,2000,.00000
21495,2001,-.0063
21495,2002,-.0034
21495,2003,-.0430
21495,2004,-.0391
21522,2007,.00000
21552,1999,.00000
21572,2003,.00000
21763,2000,.00000
21763,2001,-.0127
21763,2002,-.0067
21763,2003,.28127
21763,2004,.45036
21763,2005,.47772
21763,2006,.32019
21763,2007,.17681
21763,2008,.06859
21763,2009,.10948
21763,2010,.16425
21845,2002,.00000
22137,2005,.00000
22272,2001,.00000
22400,2001,.00000
22432,2002,.00000
22566,2000,.00000
22593,2010,.00000
22593,2011,-.3741
22593,2012,-.3090
22593,2014,-.2979
22593,2015,-.0750
22716,2009,.00000
22716,2010,-.1820
22716,2011,-.3363
22716,2012,-.0361
22716,2013,-.1461
22716,2014,-.0057
22716,2015,.05847
22811,2002,.00000
22811,2003,-.0866
22850,2002,.00000
22885,2002,.00000
22885,2003,-.0866
22885,2004,-.0527
22885,2005,-.0998
22885,2006,.08662
22885,2007,.13233
22885,2008,.16035
22885,2009,.05505
22885,2010,.12978
22885,2011,.16111
22885,2012,.10144
22885,2013,.13983
22911,2000,.00000
23164,2005,.00000
23219,2003,.00000
23560,2004,.00000
23568,2002,.00000
23568,2003,-.0407
23568,2004,-.0257
23778,2001,.00000
23848,2002,.00000
23848,2003,.95933
23848,2004,.47104
23848,2005,.21862
23928,2002,.00000
23942,2001,.00000
24033,2001,.00000
24127,2002,.00000
24137,2004,.00000
24181,2004,.00000
24182,2004,.00000
24204,2002,.00000
24211,2002,.00000
24246,2003,.00000
24295,2004,.00000
24342,2005,.00000
24342,2006,-.1624
24400,2003,.00000
24400,2004,-.0048
24445,2005,.00000
24445,2006,-.1624
24452,2002,.00000
24472,2004,.00000
24497,2002,.00000
24572,2003,.00000
24603,2003,.00000
24652,2002,.00000
24675,2004,.00000
24893,2004,.00000
24904,2004,.00000
25035,2004,.00000
25045,2004,.00000
25061,2004,.00000
25061,2005,-.0872
25166,2004,.00000
25177,2004,.00000
25177,2005,-.0142
25185,2004,.00000
25188,2005,.00000
25214,2007,.00000
25214,2008,-.3411
25214,2009,.11729
25214,2010,-.0401
25223,2004,.00000
25259,2004,.00000
25259,2006,-.0410
25297,2004,.00000
25297,2005,-.0410
25307,2003,.00000
25309,2003,.00000
25312,2004,.00000
25362,2005,.00000
25480,2005,.00000
25495,2004,.00000
25525,2006,.00000
25525,2008,-.3243
25525,2009,-.3413
25628,2003,.00000
25632,2005,.00000
25662,2003,.00000
25662,2004,-.0016
25691,2003,.00000
25691,2004,-.0016
25691,2005,-.0213
25691,2006,-.0473
25691,2007,-.1166
25691,2008,.02146
25691,2009,.10559
25691,2010,.03727
25740,2003,.00000
25822,2003,.00000
25827,2006,.00000
25827,2008,.67566
25862,2005,.00000
25898,2003,.00000
25898,2004,-.0016
25942,2004,.00000
25945,2004,.00000
25963,2004,.00000
25983,2005,.00000
26005,2003,.00000
26031,2003,.00000
26049,2005,.00000
26049,2006,.90057
26088,2003,.00000
26117,2004,.00000
26130,2004,.00000
26137,2004,.00000
26180,2003,.00000
26180,2004,-.0016
26193,2004,.00000
26223,2008,.00000
26239,2003,.00000
26269,2006,.00000
26277,2006,.00000
26295,2006,.00000
26319,2006,.00000
26327,2006,.00000
26345,2005,.00000
26460,2005,.00000
26471,2005,.00000
26479,2006,.00000
26520,2005,.00000
26520,2006,-.0164
26527,2006,.00000
27849,2006,.00000
27867,2008,.00000
27921,2008,.00000
27921,2009,-.1535
27946,2008,.00000
27946,2009,-.2262
28064,2008,.00000
28064,2009,-.1535
28064,2010,-.1347
28064,2011,-.2412
28064,2012,-.2663
28092,2006,.00000
28092,2007,-.0397
28186,2006,.00000
28188,2007,.00000
28235,2007,.00000
28268,2007,.00000
28334,2010,.00000
28334,2011,-.3404
28334,2012,.20801
28400,2008,.00000
28400,2011,-.2262
28500,2008,.00000
28531,2007,.00000
28782,2008,.00000
28878,2008,.00000
28900,2008,.00000
29006,2005,.00000
29203,2009,.00000
29229,2009,.00000
29239,2009,.00000
29449,2010,.00000
29469,2009,.00000
29503,2010,.00000
29593,2010,.00000
29642,2010,.00000
29683,2012,.00000
29683,2013,-.0942
29683,2014,-.0991
29726,2011,.00000
29729,2010,.00000
29736,2010,.00000
29763,2012,.00000
29768,2010,.00000
29768,2011,-.0300
29817,2010,.00000
29897,2010,.00000
29919,2012,.00000
30074,2011,.00000
30088,2010,.00000
30224,2011,.00000
30286,2012,.00000
30321,2010,.00000
30344,2012,.00000
30388,2010,.00000
30536,2009,.00000
30539,2009,.00000
30555,2009,.00000
30555,2010,-.0112
30583,2010,.00000
30610,2009,.00000
30693,2009,.00000
30724,2009,.00000
30724,2010,-.0112
30767,2011,.00000
30807,2010,.00000
30838,2009,.00000
30845,2010,.00000
30893,2009,.00000
30928,2009,.00000
30938,2009,.00000
30940,2010,.00000
30986,2009,.00000
31022,2009,.00000
31022,2010,-.0112
31022,2011,-.0475
31022,2012,-.0632
31034,2010,.00000
31087,2011,.00000
31087,2012,.90534
31087,2013,.83892
31087,2014,.79759
31115,2009,.00000
31115,2010,-.0112
31168,2010,.00000
31168,2011,-.0838
31168,2012,-.0893
31232,2009,.00000
31232,2010,-.0112
31378,2013,.00000
31431,2008,.00000
31438,2008,.00000
31601,2013,.00000
31761,2013,.00000
31763,2011,.00000
31763,2012,-.0227
31763,2013,-.0433
31766,2012,.00000
31770,2011,.00000
31770,2012,-.0227
31770,2013,-.0433
31776,2012,.00000
31840,2012,.00000
31840,2013,.93600
31840,2014,.40027
31840,2015,.18291
31847,2011,.00000
31847,2012,-.0227
31866,2011,.00000
31866,2012,-.0227
31884,2011,.00000
31884,2012,-.0227
31884,2013,-.0433
31884,2014,-.0584
31884,2015,-.0870
31889,2011,.00000
31889,2012,-.0227
31889,2013,-.0433
31919,2012,.00000
31920,2012,.00000
31920,2013,-.0640
31920,2014,-.0763
31925,2012,.00000
31934,2012,.00000
31936,2011,.00000
31936,2012,-.0227
31941,2011,.00000
31941,2012,-.0227
31941,2013,.45665
31941,2015,.25928
31947,2011,.00000
31947,2012,-.0227
31947,2013,-.0433
31947,2014,-.0584
31948,2015,.00000
31949,2011,.00000
31949,2012,-.0227
31958,2011,.00000
31958,2012,-.0227
31958,2013,-.0433
31965,2012,.00000
31965,2013,-.0640
31971,2012,.00000
31974,2012,.00000
31977,2011,.00000
31977,2012,-.0227
31977,2013,-.0433
31977,2014,-.0584
31977,2015,.16300
31979,2011,.00000
31979,2012,-.0227
31979,2013,-.0433
31979,2014,.27491
31979,2015,.14323
31984,2011,.00000
31984,2012,-.0227
31984,2013,-.0433
31984,2014,-.0584
32017,2012,.00000
32017,2013,-.0640
32017,2014,-.0763
32017,2015,-.1084
32018,2012,.00000
32019,2011,.00000
32019,2012,-.0227
32019,2013,-.0433
32019,2014,-.0584
32019,2015,-.0870
32026,2011,.00000
32026,2012,-.0227
32026,2013,-.0433
32026,2014,.27491
32026,2015,.14323
32032,2012,.00000
32032,2013,-.0640
32047,2011,.00000
32047,2012,-.0227
32047,2013,-.0433
32049,2011,.00000
32075,2014,.00000
32075,2015,-.1727
32081,2011,.00000
32081,2012,-.0227
32081,2013,-.0433
32081,2014,-.0584
32087,2012,.00000
32087,2013,-.0640
32087,2014,-.0763
32087,2015,-.1084
32094,2012,.00000
32094,2013,-.0640
32094,2014,-.0763
32104,2011,.00000
32104,2012,-.0227
32104,2013,-.0433
32107,2011,.00000
32107,2012,-.0227
32107,2013,-.0433
32107,2014,-.0584
32107,2015,-.0870
32110,2012,.00000
32116,2012,.00000
32116,2013,-.0640
32116,2014,-.0763
32116,2015,-.1084
32124,2011,.00000
32124,2012,-.0227
32124,2013,.45665
32124,2014,.25928
32124,2015,.13151
32144,2011,.00000
32144,2012,-.0227
32156,2011,.00000
32156,2012,-.0227
32159,2012,.00000
32159,2013,-.0640
32159,2014,-.0763
32159,2015,.22491
32171,2011,.00000
32171,2012,-.0227
32171,2013,-.0433
32183,2012,.00000
32187,2012,.00000
32189,2014,.00000
32189,2015,-.1727
32193,2012,.00000
32204,2012,.00000
32204,2013,-.0640
32204,2014,-.0763
32204,2015,.22491
32217,2011,.00000
32217,2012,-.0227
32217,2013,-.0433
32221,2012,.00000
32221,2013,-.0640
32221,2014,-.0763
32221,2015,-.1348
32231,2011,.00000
32231,2012,-.0227
32231,2013,-.0433
32235,2013,.00000
32248,2012,.00000
32248,2013,-.0640
32248,2014,-.0763
32248,2015,-.1348
32261,2011,.00000
32261,2012,-.0227
32261,2013,-.0433
32272,2011,.00000
32273,2011,.00000
32273,2012,-.0227
32274,2011,.00000
32274,2012,-.0227
32274,2013,-.0433
32274,2014,-.0584
32278,2011,.00000
32285,2011,.00000
32285,2012,-.0227
32285,2013,-.0433
32295,2013,.00000
32295,2014,-.0886
32306,2011,.00000
32306,2012,-.0227
32310,2012,.00000
32310,2013,-.0640
32310,2014,-.0763
32311,2014,.00000
32311,2015,-.1727
32324,2012,.00000
32324,2013,-.0640
32324,2014,-.0763
32348,2011,.00000
32348,2012,-.0227
32348,2013,-.0433
32348,2014,-.0584
32348,2015,.16300
32355,2012,.00000
32355,2013,-.0640
32355,2014,-.0763
32355,2015,.19854
32364,2011,.00000
32364,2012,-.0227
32365,2011,.00000
32377,2011,.00000
32377,2012,-.0227
32377,2013,-.0433
32378,2011,.00000
32378,2012,-.0227
32378,2013,-.0610
32378,2014,-.0858
32379,2011,.00000
32380,2012,.00000
32380,2013,-.0640
32387,2011,.00000
32387,2012,-.0227
32387,2013,-.0433
32394,2012,.00000
32394,2013,-.0640
32394,2014,-.0763
32416,2011,.00000
32421,2011,.00000
32422,2011,.00000
32422,2012,-.0227
32422,2013,-.0433
32426,2011,.00000
32426,2012,-.0227
32426,2013,-.0433
32426,2014,.27491
32426,2015,.39323
32429,2011,.00000
32429,2012,-.0227
32429,2013,-.0433
32429,2014,.25928
32429,2015,.11123
32435,2011,.00000
32441,2012,.00000
32455,2011,.00000
32458,2011,.00000
32458,2012,-.0227
32458,2013,-.0433
32462,2012,.00000
32462,2013,-.0640
32462,2014,.42371
32462,2015,.19854
32467,2011,.00000
32467,2012,-.0227
32467,2014,-.0433
32471,2011,.00000
32474,2011,.00000
32474,2012,-.0227
32477,2011,.00000
32477,2012,-.0227
32477,2013,-.0433
32480,2011,.00000
32480,2012,-.0227
32480,2013,-.0433
32480,2014,-.0584
32496,2011,.00000
32508,2012,.00000
32508,2013,-.0640
32508,2014,-.0763
32508,2015,-.1084
32509,2012,.00000
32509,2015,-.0640
32525,2011,.00000
32525,2012,-.0227
32525,2014,-.0433
32527,2011,.00000
32537,2012,.00000
32537,2013,-.0640
32540,2012,.00000
32540,2013,-.0640
32541,2012,.00000
32541,2013,-.0640
32565,2011,.00000
32565,2012,-.0227
32565,2013,.45665
32565,2014,.25928
32565,2015,.36123
32578,2011,.00000
32578,2012,-.0227
32598,2011,.00000
32598,2012,-.0227
40005,1998,.00000
40005,2000,-.0587
40005,2001,-.0639
40005,2002,-.0441
40005,2003,.11471
40005,2005,.06920
40005,2006,.13275
40005,2007,.15080
40005,2008,.03801
40008,1998,.00000
40008,1999,-.0587
40008,2000,-.0567
40013,1998,.00000
40013,1999,-.0587
40013,2000,-.0567
40013,2001,-.0734
40013,2002,-.0562
40045,1998,.00000
40050,1998,.00000
40056,1998,.00000
40070,2000,.00000
40070,2001,-.0691
40070,2002,-.0360
40087,1998,.00000
40087,2000,-.0587
40087,2001,-.0639
40087,2002,-.0435
40087,2003,-.1077
40087,2004,-.0963
40087,2005,-.1515
40094,2000,.00000
40094,2001,-.0691
40094,2002,-.0360
40094,2003,-.1240
40094,2004,-.1128
40094,2005,-.1758
40201,1999,.00000
40204,2000,.00000
40204,2001,-.0186
40204,2002,-.0098
40204,2003,-.0721
40204,2004,-.0638
40204,2005,-.1114
40204,2006,-.0037
40204,2007,-.1118
40204,2008,-.1934
40204,2009,-.1336
40204,2010,-.0636
40206,1999,.00000
40206,2000,-.0087
40206,2001,-.0136
40206,2002,-.0094
40206,2003,-.0562
40206,2004,.14280
40206,2005,.20096
40208,1999,.00000
40208,2000,-.0087
40208,2001,-.0136
40208,2002,-.0094
40208,2003,.19377
40208,2004,.14280
40208,2005,.05055
40208,2006,.11972
40208,2007,.13470
40208,2008,.14584
40208,2009,.06578
40208,2010,.11125
40210,1999,.00000
40211,1999,.00000
40211,2000,-.0087
40211,2002,-.0136
40211,2005,-.0746
40211,2006,-.1436
40211,2007,-.0290
40211,2008,.02804
40211,2009,.07335
40211,2010,.13493
40214,1999,.00000
40214,2000,-.0087
40214,2001,-.0191
40214,2002,-.0133
40214,2003,-.0807
40214,2004,-.0822
40214,2005,-.1532
40218,1999,.00000
40218,2000,-.0087
40218,2001,-.0136
40218,2002,-.0094
40218,2003,-.0562
40225,1999,.00000
40225,2000,-.0087
40225,2001,-.0136
40225,2002,-.0094
40225,2003,-.0562
40225,2004,-.0572
40225,2005,.05055
40225,2006,-.0372
40225,2007,-.1276
40225,2008,-.0873
40225,2009,-.0440
40225,2010,.01143
40225,2011,-.0470
40225,2012,-.0875
40225,2013,-.0561
40234,2000,.00000
40246,2000,.00000
40246,2002,-.0186
40246,2003,-.1076
40246,2004,-.0921
40258,1999,.00000
40266,1999,.00000
40266,2000,-.0087
40282,1999,.00000
40282,2000,-.0087
40282,2001,-.0136
40282,2002,-.0094
40283,1999,.00000
40283,2000,-.0087
40283,2001,-.0136
40283,2002,-.0094
40283,2003,-.0562
40290,2002,.00000
40294,1999,.00000
40294,2001,-.0087
40294,2002,-.0049
40294,2003,-.0688
40299,2000,.00000
40302,1999,.00000
40302,2000,-.0087
40302,2001,-.0136
40302,2002,-.0094
40302,2003,-.0562
40302,2004,-.0527
40305,1999,.00000
40305,2000,-.0087
40305,2001,-.0136
40305,2002,-.0094
40309,2006,.00000
40309,2007,-.5704
40309,2008,-.1287
40309,2009,-.3041
40309,2010,-.3365
40309,2011,-.4071
40309,2012,-.2682
40309,2013,-.1797
40310,1999,.00000
40310,2000,-.0087
40310,2002,-.0136
40310,2003,.25872
40310,2004,.17877
40310,2005,.06088
40310,2006,.13985
40310,2007,.01124
40317,1999,.00000
40317,2000,-.0087
40317,2001,.48639
40317,2002,.32366
40317,2003,.17202
40317,2004,.12002
40317,2005,.18198
40322,2000,.00000
40322,2001,-.0186
40322,2002,-.0098
40322,2003,-.0721
40322,2004,-.0693
40322,2005,-.1376
40323,1999,.00000
40323,2000,-.0087
40325,2000,.00000
40325,2001,-.0186
40333,1999,.00000
40333,2000,-.0087
40333,2001,-.0136
40334,2001,.00000
40335,2002,.00000
40339,2000,.00000
40351,2000,.00000
40355,2000,.00000
40355,2001,-.0186
40355,2002,-.0098
40355,2003,-.0721
40355,2004,-.0638
40355,2005,-.1114
40355,2006,-.1512
40355,2007,-.0683
40355,2008,-.0206
40355,2009,-.0911
40355,2010,-.1254
40355,2011,-.0857
40355,2012,-.1264
40355,2013,-.0896
40355,2014,-.0591
40357,2000,.00000
40360,1999,.00000
40360,2000,-.0087
40360,2001,-.0136
40360,2002,-.0094
40360,2003,-.0778
40360,2004,-.0798
40360,2005,.01543
40360,2006,-.0673
40360,2007,-.0289
40360,2008,-.1107
40360,2009,-.1651
40360,2010,-.0986
40360,2011,-.0645
40364,1999,.00000
40368,1999,.00000
40368,2000,-.0087
40368,2001,-.0136
40369,1999,.00000
40377,1999,.00000
40379,1999,.00000
40379,2000,-.0087
40379,2001,-.0136
40379,2002,-.0094
40379,2003,-.0562
40384,1999,.00000
40384,2000,-.0087
40385,2000,.00000
40390,1999,.00000
40390,2000,-.0087
40393,2000,.00000
40393,2001,-.0186
40393,2002,-.0098
40400,1999,.00000
40400,2000,-.0139
40402,2003,.00000
40411,1999,.00000
40414,2000,.00000
40414,2001,-.0186
40414,2003,-.0098
40414,2004,-.0195
40414,2005,-.0901
40414,2006,-.1651
40416,1999,.00000
40416,2000,-.0087
40416,2001,-.0136
40416,2002,-.0094
40419,2002,.00000
40423,1999,.00000
40423,2000,-.0087
40429,2002,.00000
40429,2003,.80340
40429,2004,.37116
40429,2005,.07804
40432,2000,.00000
40432,2001,-.0186
40432,2002,-.0098
40432,2004,-.0721
40432,2005,.12048
40438,1999,.00000
40438,2000,-.0087
40438,2001,-.0136
40438,2002,-.0094
40438,2003,.19377
40438,2004,.14280
40438,2005,.05055
40438,2006,.10570
40444,1999,.00000
40444,2000,-.0087
40445,2000,.00000
40445,2002,-.0186
40445,2003,-.1076
40445,2004,-.0847
40446,1999,.00000
40446,2000,-.0087
40446,2001,-.0136
40454,1999,.00000
40454,2000,-.0087
40454,2001,-.0136
40454,2002,-.0094
40454,2003,-.0562
40454,2004,-.0572
40472,2000,.00000
40479,1999,.00000
40482,2000,.00000
40482,2001,-.0186
40482,2002,-.0098
40482,2003,-.0721
40489,2002,.00000
40493,1999,.00000
40493,2000,-.0087
40493,2001,-.0136
40493,2002,-.0094
40503,1999,.00000
40503,2000,-.0087
40503,2001,-.0136
40503,2002,-.0094
40503,2003,-.0562
40507,2000,.00000
40507,2001,-.0186
40512,2001,.00000
40512,2002,-.0011
40512,2003,.40115
40512,2004,.24707
40512,2005,.08263
40512,2006,-.0466
40512,2007,.00112
40516,1999,.00000
40516,2000,-.0087
40516,2002,-.0136
40516,2003,-.0746
40516,2005,-.0657
40525,1999,.00000
40525,2000,-.0087
40525,2001,-.0136
40525,2002,-.0094
40525,2004,.19377
40526,1999,.00000
40526,2000,-.0087
40526,2001,-.0136
40530,2000,.00000
40534,2001,.00000
40548,2001,.00000
40549,1999,.00000
40549,2000,.99133
40549,2001,.48087
40549,2002,.31999
40549,2003,.16926
40549,2004,.12319
40549,2005,.20088
40550,1999,.00000
40550,2000,-.0087
40550,2002,-.0136
40550,2003,-.0746
40550,2004,-.0712
40550,2005,.06088
40551,1999,.00000
40554,2000,.00000
40554,2001,-.0186
40554,2002,-.0098
40554,2003,-.0721
40554,2004,-.0693
40557,2000,.00000
40572,1999,.00000
40572,2000,-.0087
40572,2001,-.0136
40575,2000,.00000
40575,2001,-.0186
40584,2000,.00000
40584,2001,.98144
40584,2002,.48983
40584,2003,.23225
40584,2004,.15219
40584,2005,.02011
40585,1999,.00000
40602,1999,.00000
40602,2001,-.0087
40602,2002,-.0049
40603,2000,.00000
40603,2001,-.0186
40603,2002,-.0098
40605,1999,.00000
40605,2000,-.0087
40605,2001,-.0136
40606,2001,.00000
40606,2002,-.0011
40606,2003,-.0989
40607,2000,.00000
40607,2001,-.0186
40607,2002,-.0098
40612,2001,.00000
40615,2000,.00000
40615,2001,.98144
40615,2002,.48983
40615,2003,.23225
40622,2000,.00000
40624,2000,.00000
40625,1999,.00000
40625,2000,-.0087
40625,2001,-.0136
40625,2002,-.0094
40625,2003,.19377
40626,1999,.00000
40626,2000,-.0087
40626,2001,-.0136
40626,2002,-.0094
40626,2003,.19377
40635,1999,.00000
40635,2000,-.0087
40652,2000,.00000
40652,2001,-.0186
40652,2002,-.0098
40653,2000,.00000
40653,2001,-.0186
40653,2002,-.0098
40653,2003,.26124
40653,2004,.18066
40653,2005,.26240
40653,2006,.12476
40655,2001,.00000
40657,2002,.00000
40664,1999,.00000
40664,2000,-.0087
40664,2001,-.0136
40672,2000,.00000
40672,2001,-.0186
40672,2002,-.0102
40672,2003,.23225
40672,2004,.40219
40672,2005,.22011
40672,2006,.25619
40672,2008,.25382
40672,2009,.14024
40673,1999,.00000
40682,2001,.00000
40685,2000,.00000
40685,2002,-.0186
40685,2003,-.1076
40685,2004,-.0921
40689,1999,.00000
40689,2001,-.0087
40689,2002,-.0049
40689,2003,-.0688
40689,2004,-.0669
40689,2005,-.1356
40689,2006,-.2069
40689,2007,-.1431
40689,2008,-.0959
40689,2009,-.0469
40689,2010,-.0856
40692,2002,.00000
40694,2000,.00000
40694,2001,-.0186
40694,2002,-.0098
40694,2004,-.0721
40694,2005,.09326
40694,2006,-.0381
40697,1999,.00000
40699,1999,.00000
40699,2000,-.0087
40699,2002,-.0136
40699,2003,-.0746
40700,1999,.00000
40700,2000,-.0087
40712,2000,.00000
40712,2001,-.0186
40712,2002,-.0098
40726,1999,.00000
40733,2003,.00000
40735,2000,.00000
40735,2001,-.0186
40735,2002,-.0098
40735,2003,-.0721
40741,2000,.00000
40741,2001,-.0186
40741,2002,-.0098
40747,1999,.00000
40747,2000,-.0087
40747,2001,-.0136
40747,2002,-.0094
40747,2003,.19377
40747,2004,.14280
40760,1999,.00000
40760,2000,-.0087
40760,2001,-.0136
40760,2003,-.0094
40760,2004,-.0168
40760,2005,-.0738
40760,2006,-.1390
40760,2007,-.0849
40760,2008,-.0450
40763,1999,.00000
40765,1999,.00000
40765,2000,-.0087
40765,2001,-.0136
40765,2002,-.0094
40765,2003,-.0562
40767,2000,.00000
40767,2001,-.0186
40767,2002,-.0098
40767,2003,-.0721
40768,2000,.00000
40768,2004,-.0186
40778,1999,.00000
40778,2000,-.0087
40778,2001,-.0136
40778,2002,-.0094
40778,2003,-.0562
40780,2000,.00000
40780,2002,-.0186
40780,2004,-.1076
40780,2005,-.1723
40782,2000,.00000
40782,2001,-.0186
40782,2002,-.0098
40784,1999,.00000
40784,2000,-.0087
