"","Bandnumb","Season","Breeder","BQI_A","diff_success","Orig_col","Season_yr","ORIG_COL","LAT","LON"
"547",44636,"0708",1,0.001770461,-0.528461715,"CROZ",2007,"CROZ",-77.452315,169.235217
"548",44641,"1213",1,0.082405302,-0.621718587,"CROZ",2012,"CROZ",-77.452375,169.234358
"549",44644,"0708",1,0.669496798,0.669496798,"CROZ",2007,"CROZ",-77.45238,169.234305
"550",44654,"0405",1,0.439690466,0.90896623,"CROZ",2004,"CROZ",-77.453849,169.235619
"551",44677,"0607",1,-0.123510435,-0.258821481,"CROZ",2006,"CROZ",-77.45237,169.23418
"552",44684,"1011",1,0.14663751,0.373327188,"CROZ",2010,"CROZ",-77.452472,169.231743
"553",44693,"1011",1,0.092046089,0.373327188,"CROZ",2010,"CROZ",-77.452753,169.232535
"554",44697,"0809",1,0.721745935,0.721745935,"CROZ",2008,"CROZ",-77.452777,169.232374
"555",44699,"1314",1,-0.018243137,-0.611819021,"CROZ",2013,"CROZ",-77.452878,169.23587
"556",44705,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.452385,169.235641
"557",44708,"0506",1,0.397182519,0.885398809,"CROZ",2005,"CROZ",-77.452819,169.230566
"558",44711,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.452449,169.230802
"559",44714,"0708",1,0.312402738,0.412059466,"CROZ",2007,"CROZ",-77.45246,169.234278
"560",44730,"1011",1,0.014202658,-0.626672812,"CROZ",2010,"CROZ",-77.452763,169.233662
"561",44738,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.452889,169.233516
"562",44739,"1314",1,0.118019039,0.388180979,"CROZ",2013,"CROZ",-77.452485,169.230909
"563",44740,"1011",1,0.063766302,0.373327188,"CROZ",2010,"CROZ",-77.4537,169.227867
"564",44742,"0910",1,0.140450743,-0.46731033,"CROZ",2009,"CROZ",-77.452322,169.235306
"565",44747,"1213",1,0.215288958,0.378281413,"CROZ",2012,"CROZ",-77.453109,169.234047
"566",44754,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.452465,169.234262
"567",44763,"1011",1,0.294560298,0.373327188,"CROZ",2010,"CROZ",-77.452678,169.234597
"568",44767,"0809",1,0.339163779,0.472968984,"CROZ",2008,"CROZ",-77.452422,169.23533
"569",44773,"0405",1,0.439690466,0.90896623,"CROZ",2004,"CROZ",-77.45275,169.233908
"570",44786,"0910",1,0.307954303,0.53268967,"CROZ",2009,"CROZ",-77.454298,169.234269
"571",44787,"0506",1,-0.115909828,-0.227110416,"CROZ",2005,"CROZ",-77.45315,169.234913
"572",44790,"0809",1,0.005830446,0.472968984,"CROZ",2008,"CROZ",-77.45275,169.234761
"573",44810,"0506",1,0.25492658,0.885398809,"CROZ",2005,"CROZ",-77.453176,169.232345
"574",44816,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.452932,169.232723
"575",44818,"1213",1,-0.120248077,-0.621718587,"CROZ",2012,"CROZ",-77.453031,169.235947
"576",44819,"1314",1,-0.22353904,-0.611819021,"CROZ",2013,"CROZ",-77.453037,169.23203
"577",44825,"1213",1,0.391002845,0.378281413,"CROZ",2012,"CROZ",-77.452719,169.231876
"578",44827,"1011",1,0.076842166,-0.626672812,"CROZ",2010,"CROZ",-77.452822,169.23153
"579",44835,"0809",1,0.172497113,0.472968984,"CROZ",2008,"CROZ",-77.453184,169.23431
"580",44840,"0405",1,0.439690466,0.90896623,"CROZ",2004,"CROZ",-77.452315,169.234793
"581",44844,"0506",1,-0.078406753,-0.114601191,"CROZ",2005,"CROZ",-77.452631,169.233566
"582",44846,"0910",1,0.509667478,0.53268967,"CROZ",2009,"CROZ",-77.452432,169.235438
"583",44854,"1314",1,-0.041720858,0.388180979,"CROZ",2013,"CROZ",-77.453032,169.238502
"584",44885,"0708",1,0.035091012,0.669496798,"CROZ",2007,"CROZ",-77.453232,169.232283
"585",44890,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.45146,169.2285
"586",44912,"1112",1,0.100524183,0.418125779,"CROZ",2011,"CROZ",-77.453053,169.234031
"587",44914,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.45143,169.229085
"588",44923,"1314",1,0.016881837,0.388180979,"CROZ",2013,"CROZ",-77.452998,169.230985
"589",44927,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.452948,169.236553
"590",44937,"1314",1,-0.275282464,0.388180979,"CROZ",2013,"CROZ",-77.453043,169.237202
"591",44952,"0506",1,0.25492658,0.885398809,"CROZ",2005,"CROZ",-77.45295,169.236758
"592",44953,"1213",1,-0.113734207,0.378281413,"CROZ",2012,"CROZ",-77.455046,169.235863
"593",44955,"0506",1,0.217423505,0.772889584,"CROZ",2005,"CROZ",-77.453538,169.228241
"594",44961,"0607",1,0.126489565,0.741178519,"CROZ",2006,"CROZ",-77.452235,169.233398
"595",44963,"0506",1,0.25492658,0.885398809,"CROZ",2005,"CROZ",-77.452627,169.233583
"596",44966,"1213",1,-0.120248077,-0.621718587,"CROZ",2012,"CROZ",-77.452669,169.23429
"597",44970,"0607",1,0.330643988,0.557796213,"CROZ",2006,"CROZ",-77.452991,169.232631
"598",44979,"0607",1,-0.197483318,-0.442203787,"CROZ",2006,"CROZ",-77.45312,169.234681
"599",44995,"0708",1,0.366038538,0.471538285,"CROZ",2007,"CROZ",-77.456355,169.220937
"600",45011,"0607",1,0.450720417,0.557796213,"CROZ",2006,"CROZ",-77.452476,169.23416
"601",45014,"1011",1,0.14663751,0.373327188,"CROZ",2010,"CROZ",-77.45217,169.233607
"602",45015,"0506",1,0.25492658,0.885398809,"CROZ",2005,"CROZ",-77.453681,169.237331
"603",45021,"0809",1,-0.214642742,-0.278254065,"CROZ",2008,"CROZ",-77.452819,169.235603
"604",45027,"0506",1,0.340927907,0.772889584,"CROZ",2005,"CROZ",-77.451999,169.222718
"605",45037,"0607",1,0.287488557,0.497683712,"CROZ",2006,"CROZ",-77.452777,169.231542
"606",45048,"0809",1,0.096010165,0.472968984,"CROZ",2008,"CROZ",-77.453131,169.23482
"607",45050,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.452986,169.231483
"608",45058,"0809",1,0.182515863,0.472968984,"CROZ",2008,"CROZ",-77.452728,169.234852
"609",45063,"0506",1,-0.078406753,-0.114601191,"CROZ",2005,"CROZ",-77.452648,169.233825
"610",45091,"0809",1,0.296010165,0.472968984,"CROZ",2008,"CROZ",-77.453088,169.233795
"611",45102,"1011",1,-0.066945714,0.373327188,"CROZ",2010,"CROZ",-77.452983,169.23473
"612",45106,"0506",1,0.217423505,-0.227110416,"CROZ",2005,"CROZ",-77.453195,169.231262
"613",45108,"0607",1,0.330643988,0.557796213,"CROZ",2006,"CROZ",-77.452765,169.231667
"614",45114,"0506",1,0.550756838,0.772889584,"CROZ",2005,"CROZ",-77.452899,169.232366
"615",45115,"1011",1,0.201842166,0.373327188,"CROZ",2010,"CROZ",-77.452928,169.232478
"616",45120,"0809",1,0.2012674,0.472968984,"CROZ",2008,"CROZ",-77.452707,169.231387
"617",45124,"1314",1,0.102326155,0.388180979,"CROZ",2013,"CROZ",-77.453019,169.234911
"618",45128,"0506",1,0.217423505,0.772889584,"CROZ",2005,"CROZ",-77.452911,169.232342
"619",45131,"0708",1,0.251770461,0.471538285,"CROZ",2007,"CROZ",-77.452766,169.233388
"620",45138,"0506",1,0.25492658,0.885398809,"CROZ",2005,"CROZ",-77.453079,169.232171
"621",45140,"0506",1,0.840927907,0.772889584,"CROZ",2005,"CROZ",-77.460728,169.23143
"622",45141,"0506",1,-0.078406753,-0.114601191,"CROZ",2005,"CROZ",-77.454568,169.231446
"623",45143,"0910",1,0.211832573,0.53268967,"CROZ",2009,"CROZ",-77.45313,169.23218
"624",45144,"0910",1,-0.053173593,-0.46731033,"CROZ",2009,"CROZ",-77.453051,169.233116
"625",45146,"1011",1,-0.110797342,0.373327188,"CROZ",2010,"CROZ",-77.453067,169.231898
"626",45151,"1314",1,0.382524045,0.388180979,"CROZ",2013,"CROZ",-77.453408,169.239415
"627",45158,"0809",1,0.015849196,0.472968984,"CROZ",2008,"CROZ",-77.452685,169.232186
"628",45159,"0607",1,0.037488557,0.497683712,"CROZ",2006,"CROZ",-77.453029,169.232401
"629",45166,"0506",1,0.25492658,0.885398809,"CROZ",2005,"CROZ",-77.452884,169.234385
"630",45176,"0708",1,-0.226786151,-0.330503202,"CROZ",2007,"CROZ",-77.453018,169.232326
"631",45179,"1314",1,0.063210433,0.388180979,"CROZ",2013,"CROZ",-77.454584,169.2362
"632",45180,"0708",1,0.251770461,0.471538285,"CROZ",2007,"CROZ",-77.452959,169.233436
"633",45197,"0405",1,-0.09103377,-0.09103377,"CROZ",2004,"CROZ",-77.452551,169.23209
"634",45738,"1011",1,0.190559873,0.806051087,"CROZ",2010,"CROZ",-77.454929,169.240341
"635",45741,"0910",1,0.382814265,0.892998866,"CROZ",2009,"CROZ",-77.452417,169.227474
"636",45746,"1213",1,0.120013108,0.624788542,"CROZ",2012,"CROZ",-77.453285,169.23719
"637",45753,"1213",1,-0.171042866,-0.209191853,"CROZ",2012,"CROZ",-77.454808,169.222088
"638",45766,"1112",1,0.062029604,-0.323561202,"CROZ",2011,"CROZ",-77.453368,169.239886
"639",45798,"1011",1,0.349524977,0.806051087,"CROZ",2010,"CROZ",-77.454928,169.242345
"640",45803,"1112",1,0.252101459,0.621510769,"CROZ",2011,"CROZ",-77.451405,169.230024
"641",45805,"1011",1,0.104712826,0.806051087,"CROZ",2010,"CROZ",-77.452822,169.23364
"642",45836,"1213",1,0.162965436,-0.433291235,"CROZ",2012,"CROZ",-77.455314,169.245963
"643",45841,"1011",1,0.806051087,0.806051087,"CROZ",2010,"CROZ",-77.455346,169.239376
"644",45846,"1314",1,0.054897699,0.560386189,"CROZ",2013,"CROZ",-77.454131,169.233726
"645",45852,"1213",1,0.03769164,0.790808147,"CROZ",2012,"CROZ",-77.454469,169.230568
"646",45893,"0809",1,-0.140099324,-0.127370336,"CROZ",2008,"CROZ",-77.452927,169.236376
"647",45895,"1213",1,0.235549379,0.566708765,"CROZ",2012,"CROZ",-77.456581,169.247958
"648",45903,"1213",1,-0.079885485,-0.433291235,"CROZ",2012,"CROZ",-77.454047,169.237703
"649",45918,"0910",1,0.780347588,0.742762719,"CROZ",2009,"CROZ",-77.451659,169.228582
"650",45925,"1314",1,0.061428068,-0.439613811,"CROZ",2013,"CROZ",-77.452868,169.233431
"651",45927,"1112",1,0.343454391,0.621510769,"CROZ",2011,"CROZ",-77.452782,169.233602
"652",45934,"1011",1,-0.145287174,-0.193948913,"CROZ",2010,"CROZ",-77.448597,169.220523
"653",45941,"1011",1,0.190559873,0.806051087,"CROZ",2010,"CROZ",-77.453105,169.233593
"654",45943,"0809",1,0.872629664,0.872629664,"CROZ",2008,"CROZ",-77.455309,169.228184
"655",45955,"0809",1,0.359900676,0.872629664,"CROZ",2008,"CROZ",-77.45275,169.23394
"656",45978,"1011",1,0.470784347,0.646724511,"CROZ",2010,"CROZ",-77.452793,169.233225
"657",45981,"1213",1,0.120114515,-0.433291235,"CROZ",2012,"CROZ",-77.453628,169.235225
"658",45983,"1011",1,0.288168672,0.646724511,"CROZ",2010,"CROZ",-77.452648,169.231226
"659",45989,"1314",1,0.087370853,0.560386189,"CROZ",2013,"CROZ",-77.457586,169.241545
"660",46005,"1213",1,0.063635039,-0.581874221,"CROZ",2012,"CROZ",-77.453648,169.23526
"661",46016,"0809",1,0.136871862,0.529789826,"CROZ",2008,"CROZ",-77.452964,169.235689
"662",46034,"1112",1,0.365783729,0.463467051,"CROZ",2011,"CROZ",-77.45241,169.23537
"663",46037,"0708",1,0.038642371,0.531165833,"CROZ",2007,"CROZ",-77.453045,169.234675
"664",46041,"1011",1,-0.306444551,-0.578787298,"CROZ",2010,"CROZ",-77.454592,169.231705
"665",46047,"1112",1,-0.045512801,-0.536532949,"CROZ",2011,"CROZ",-77.455392,169.218571
"666",46048,"1011",1,-0.178490853,-0.578787298,"CROZ",2010,"CROZ",-77.452497,169.234497
"667",46051,"1314",1,0.076802321,0.423627604,"CROZ",2013,"CROZ",-77.452419,169.236133
"668",46071,"0809",1,-0.127634661,0.529789826,"CROZ",2008,"CROZ",-77.453023,169.233608
"669",46081,"1213",1,0.111566364,-0.581874221,"CROZ",2012,"CROZ",-77.451284,169.228031
"670",46084,"1213",1,0.202337794,0.418125779,"CROZ",2012,"CROZ",-77.455648,169.223555
"671",46085,"1314",1,0.099634296,0.423627604,"CROZ",2013,"CROZ",-77.45286,169.224248
"672",46088,"1011",1,0.030423742,0.480931993,"CROZ",2010,"CROZ",-77.4518,169.221842
"673",46089,"0809",1,0.02170416,0.76506803,"CROZ",2008,"CROZ",-77.452857,169.230266
"674",46096,"0809",1,0.43896252,0.529789826,"CROZ",2008,"CROZ",-77.45275,169.233023
"675",46114,"0910",1,0.126347195,0.639485442,"CROZ",2009,"CROZ",-77.452743,169.231917
"676",46117,"1112",1,0.366061922,0.513441652,"CROZ",2011,"CROZ",-77.452805,169.230631
"677",46119,"0607",1,0.377219532,0.825929832,"CROZ",2006,"CROZ",-77.455207,169.222761
"678",46120,"0708",1,0.767305077,0.767305077,"CROZ",2007,"CROZ",-77.453211,169.236569
"679",46121,"1213",1,0.157242114,0.463467051,"CROZ",2012,"CROZ",-77.452595,169.22957
"680",46124,"0708",1,0.115563144,-0.407749632,"CROZ",2007,"CROZ",-77.453082,169.230475
"681",46126,"0708",1,0.173914713,0.767305077,"CROZ",2007,"CROZ",-77.453222,169.236617
"682",46127,"0910",1,0.063196618,0.693093037,"CROZ",2009,"CROZ",-77.452718,169.219228
"683",46129,"1213",1,0.378237564,0.463467051,"CROZ",2012,"CROZ",-77.452567,169.232013
"684",46133,"1314",1,-0.056602341,-0.53532158,"CROZ",2013,"CROZ",-77.452377,169.229728
"685",46135,"1314",1,-0.068002109,-0.53532158,"CROZ",2013,"CROZ",-77.456305,169.240489
"686",46142,"0708",1,-0.152092846,-0.232694923,"CROZ",2007,"CROZ",-77.454756,169.223329
"687",46146,"1314",1,0.302512815,0.46467842,"CROZ",2013,"CROZ",-77.452382,169.228782
"688",46159,"0607",1,0.377219532,0.825929832,"CROZ",2006,"CROZ",-77.452348,169.233149
"689",46163,"1314",1,-0.160612791,-0.53532158,"CROZ",2013,"CROZ",-77.454568,169.235666
"690",46175,"0910",1,0.469570364,0.639485442,"CROZ",2009,"CROZ",-77.452476,169.227603
"691",46182,"0809",1,0.081749629,0.805254374,"CROZ",2008,"CROZ",-77.452658,169.236048
"692",46183,"1314",1,-0.030820519,0.46467842,"CROZ",2013,"CROZ",-77.451856,169.231906
"693",46188,"1011",1,-0.026652002,0.474237522,"CROZ",2010,"CROZ",-77.453039,169.230556
"694",46193,"0708",1,-0.232694923,-0.232694923,"CROZ",2007,"CROZ",-77.452267,169.22444
"695",46196,"1314",1,0.17195118,-0.53532158,"CROZ",2013,"CROZ",-77.452691,169.232222
"696",46199,"0708",1,0.296617455,0.767305077,"CROZ",2007,"CROZ",-77.449821,169.217058
"697",46200,"0607",1,0.377219532,0.825929832,"CROZ",2006,"CROZ",-77.451752,169.228238
"698",46205,"0708",1,0.173914713,0.767305077,"CROZ",2007,"CROZ",-77.452594,169.231119
"699",46210,"1314",1,0.000925871,-0.53532158,"CROZ",2013,"CROZ",-77.451973,169.225466
"700",46211,"0809",1,0.132829761,0.805254374,"CROZ",2008,"CROZ",-77.452358,169.233339
"701",46213,"1011",1,0.11638588,0.534531646,"CROZ",2010,"CROZ",-77.453092,169.231288
"702",46220,"1213",1,-0.005966181,-0.536532949,"CROZ",2012,"CROZ",-77.456851,169.240941
"703",46222,"1011",1,-0.046096767,0.474237522,"CROZ",2010,"CROZ",-77.45698,169.22208
"704",46223,"1213",1,0.128237564,0.463467051,"CROZ",2012,"CROZ",-77.452422,169.228616
"705",46225,"1011",1,-0.008391786,0.722766665,"CROZ",2010,"CROZ",-77.453538,169.237508
"706",46226,"1112",1,-0.145198576,-0.486558348,"CROZ",2011,"CROZ",-77.45496,169.23157
"707",46228,"1314",1,0.17866324,0.46467842,"CROZ",2013,"CROZ",-77.458116,169.249581
"708",46234,"1314",1,0.387842103,0.46467842,"CROZ",2013,"CROZ",-77.452774,169.234087
"709",46238,"1213",1,-0.174024986,-0.476244051,"CROZ",2012,"CROZ",-77.453245,169.237277
"710",46249,"1213",1,0.308904722,0.463467051,"CROZ",2012,"CROZ",-77.453153,169.232045
"711",46257,"0809",1,-0.001937367,-0.354438897,"CROZ",2008,"CROZ",-77.452363,169.228839
"712",46260,"1112",1,-0.022339895,0.513441652,"CROZ",2011,"CROZ",-77.452343,169.233085
"713",46272,"1011",1,0.341498634,0.474237522,"CROZ",2010,"CROZ",-77.452746,169.231463
"714",46279,"1213",1,0.585341611,0.463467051,"CROZ",2012,"CROZ",-77.452748,169.234208
"715",46282,"0809",1,0.23381721,0.588579408,"CROZ",2008,"CROZ",-77.454059,169.240775
"716",46284,"0708",1,-0.232694923,-0.232694923,"CROZ",2007,"CROZ",-77.452213,169.232052
"717",46285,"1011",1,0.055772634,0.474237522,"CROZ",2010,"CROZ",-77.45266,169.234377
"718",46300,"1011",1,0.184328916,0.474237522,"CROZ",2010,"CROZ",-77.452282,169.231275
"719",46304,"0708",1,0.7090901,0.592250368,"CROZ",2007,"CROZ",-77.454928,169.242566
"720",46309,"1112",1,-0.027602752,0.753087563,"CROZ",2011,"CROZ",-77.451746,169.230586
"721",46311,"1213",1,0.066441488,-0.536532949,"CROZ",2012,"CROZ",-77.452985,169.232553
"722",46316,"0809",1,-0.194745626,-0.194745626,"CROZ",2008,"CROZ",-77.454938,169.233243
"723",46317,"0910",1,0.314950856,0.639485442,"CROZ",2009,"CROZ",-77.453074,169.235266
"724",46318,"1314",1,0.008462636,0.46467842,"CROZ",2013,"CROZ",-77.454937,169.233059
"725",46324,"1314",1,0.05450877,-0.53532158,"CROZ",2013,"CROZ",-77.451941,169.231786
"726",46334,"1011",1,0.174831967,-0.525762478,"CROZ",2010,"CROZ",-77.452867,169.231657
"727",46335,"1314",1,-0.098184132,0.46467842,"CROZ",2013,"CROZ",-77.453066,169.230428
"728",46338,"1011",1,-0.050280787,0.534531646,"CROZ",2010,"CROZ",-77.456253,169.220782
"729",46342,"0910",1,-0.19598169,-0.306906963,"CROZ",2009,"CROZ",-77.453184,169.228737
"730",46350,"1213",1,0.157242114,-0.536532949,"CROZ",2012,"CROZ",-77.45272,169.231659
"731",46360,"0809",1,0.291826311,0.645561103,"CROZ",2008,"CROZ",-77.452562,169.235131
"732",46372,"0809",1,0.48381721,0.588579408,"CROZ",2008,"CROZ",-77.452819,169.229981
"733",46381,"1011",1,0.008165301,0.474237522,"CROZ",2010,"CROZ",-77.452592,169.231357
"734",46399,"0910",1,-0.167243273,-0.163214881,"CROZ",2009,"CROZ",-77.452657,169.232042
"735",46404,"1112",1,-0.197226407,0.513441652,"CROZ",2011,"CROZ",-77.452639,169.233423
"736",46406,"1112",1,-0.054785612,-0.426714753,"CROZ",2011,"CROZ",-77.452868,169.236257
"737",46407,"0607",1,-0.122780468,-0.174070168,"CROZ",2006,"CROZ",-77.452793,169.233189
"738",46408,"1314",1,-0.111532187,-0.53532158,"CROZ",2013,"CROZ",-77.452768,169.23468
"739",46413,"0708",1,0.115563144,0.592250368,"CROZ",2007,"CROZ",-77.452192,169.233667
"740",46429,"0809",1,0.041826311,-0.354438897,"CROZ",2008,"CROZ",-77.453318,169.237508
"741",46435,"1314",1,-0.054743602,-0.53532158,"CROZ",2013,"CROZ",-77.454461,169.236359
"742",46439,"1011",1,0.213504701,0.474237522,"CROZ",2010,"CROZ",-77.453005,169.233362
"743",46440,"0809",1,-0.168250371,-0.194745626,"CROZ",2008,"CROZ",-77.452691,169.23371
"744",46446,"0910",1,0.089632315,0.836785119,"CROZ",2009,"CROZ",-77.452317,169.226258
"745",46449,"1314",1,-0.007120423,-0.53532158,"CROZ",2013,"CROZ",-77.452875,169.236087
"746",46455,"1011",1,0.380171368,0.474237522,"CROZ",2010,"CROZ",-77.452158,169.232908
"747",46464,"0809",1,0.48381721,0.588579408,"CROZ",2008,"CROZ",-77.452578,169.235866
"748",46472,"1011",1,-0.216947453,-0.465468354,"CROZ",2010,"CROZ",-77.452693,169.233863
"749",46476,"1011",1,0.023849044,0.722766665,"CROZ",2010,"CROZ",-77.452618,169.234018
"750",46486,"0809",1,0.291826311,0.645561103,"CROZ",2008,"CROZ",-77.451344,169.230083
"751",46487,"1011",1,0.341498634,0.474237522,"CROZ",2010,"CROZ",-77.452747,169.234363
"752",46490,"1011",1,0.213504701,0.474237522,"CROZ",2010,"CROZ",-77.45324,169.237597
"753",46491,"0809",1,0.23381721,-0.411420592,"CROZ",2008,"CROZ",-77.452616,169.235008
"754",46495,"0809",1,0.48381721,0.588579408,"CROZ",2008,"CROZ",-77.452642,169.234723
"755",46503,"0607",1,-0.122780468,-0.174070168,"CROZ",2006,"CROZ",-77.455593,169.224097
"756",46507,"0910",1,-0.167243273,-0.163214881,"CROZ",2009,"CROZ",-77.452391,169.234813
"757",46508,"1011",1,0.205214898,0.534531646,"CROZ",2010,"CROZ",-77.45569,169.235909
"758",46509,"0607",1,-0.122780468,-0.174070168,"CROZ",2006,"CROZ",-77.457798,169.2527
"759",46513,"1112",1,0.121153922,0.513441652,"CROZ",2011,"CROZ",-77.452662,169.234813
"760",46519,"0910",1,0.514950856,0.639485442,"CROZ",2009,"CROZ",-77.452416,169.235546
"761",46524,"0708",1,0.448896477,0.592250368,"CROZ",2007,"CROZ",-77.452487,169.234289
"762",46527,"1314",1,0.71501075,0.71501075,"CROZ",2013,"CROZ",-77.455946,169.220642
"763",46529,"0607",1,0.377219532,0.825929832,"CROZ",2006,"CROZ",-77.452363,169.234563
"764",46536,"1213",1,-0.072724472,0.463467051,"CROZ",2012,"CROZ",-77.452932,169.235686
"765",46551,"0809",1,0.291826311,0.645561103,"CROZ",2008,"CROZ",-77.452895,169.23526
"766",46552,"0910",1,0.149177367,-0.306906963,"CROZ",2009,"CROZ",-77.451423,169.230456
"767",46553,"0607",1,0.377219532,0.825929832,"CROZ",2006,"CROZ",-77.45254,169.234723
"768",46555,"1213",1,0.475632526,0.463467051,"CROZ",2012,"CROZ",-77.452705,169.233111
"769",46557,"0809",1,0.291826311,0.645561103,"CROZ",2008,"CROZ",-77.452417,169.235378
"770",46565,"1314",1,0.080290592,-0.53532158,"CROZ",2013,"CROZ",-77.452937,169.235068
"771",46566,"1112",1,-0.112606152,0.513441652,"CROZ",2011,"CROZ",-77.45268,169.234128
"772",46581,"1314",1,0.182433973,0.46467842,"CROZ",2013,"CROZ",-77.452707,169.231479
"773",46599,"1314",1,0.113500977,0.46467842,"CROZ",2013,"CROZ",-77.452765,169.234589
"774",46604,"1314",1,0.007007834,0.46467842,"CROZ",2013,"CROZ",-77.454113,169.238105
"775",46611,"0910",1,0.172079656,0.693093037,"CROZ",2009,"CROZ",-77.453401,169.228004
"776",46615,"1011",1,0.023849044,0.722766665,"CROZ",2010,"CROZ",-77.455953,169.234765
"777",46616,"1011",1,-0.106715861,-0.465468354,"CROZ",2010,"CROZ",-77.453388,169.228252
"778",46618,"1213",1,0.084402998,0.463467051,"CROZ",2012,"CROZ",-77.453382,169.230401
"779",46639,"1314",1,0.004090717,0.46467842,"CROZ",2013,"CROZ",-77.45123,169.222949
"780",46640,"1213",1,0.378237564,0.463467051,"CROZ",2012,"CROZ",-77.453304,169.229031
"781",46641,"1314",1,0.049807768,0.46467842,"CROZ",2013,"CROZ",-77.453545,169.228724
"782",46645,"1112",1,0.060287145,0.753087563,"CROZ",2011,"CROZ",-77.454899,169.240056
"783",46652,"1112",1,-0.065249725,-0.426714753,"CROZ",2011,"CROZ",-77.45192,169.21813
"784",46658,"1112",1,0.040608033,0.753087563,"CROZ",2011,"CROZ",-77.45652,169.24879
"785",46659,"0910",1,-0.085049144,0.639485442,"CROZ",2009,"CROZ",-77.453361,169.22861
"786",46668,"1213",1,-0.134988248,0.523755949,"CROZ",2012,"CROZ",-77.453716,169.22836
"787",46678,"1314",1,-0.025736737,0.46467842,"CROZ",2013,"CROZ",-77.452815,169.232381
"788",46680,"1314",1,-0.068002109,0.46467842,"CROZ",2013,"CROZ",-77.452935,169.231524
"789",46691,"1314",1,-0.253042741,-0.53532158,"CROZ",2013,"CROZ",-77.45301,169.232564
"790",46712,"0607",1,-0.122780468,-0.174070168,"CROZ",2006,"CROZ",-77.451666,169.220309
"791",46715,"1213",1,-0.134587175,0.463467051,"CROZ",2012,"CROZ",-77.453244,169.22919
"792",46717,"0708",1,-0.15941862,-0.232694923,"CROZ",2007,"CROZ",-77.452047,169.226612
"793",46718,"0607",1,0.377219532,0.825929832,"CROZ",2006,"CROZ",-77.448136,169.215084
"794",46719,"0809",1,-0.213720274,-0.194745626,"CROZ",2008,"CROZ",-77.458468,169.23394
"795",46741,"1011",1,0.046838035,-0.525762478,"CROZ",2010,"CROZ",-77.453048,169.233668
"796",46742,"0809",1,-0.01618279,-0.411420592,"CROZ",2008,"CROZ",-77.453377,169.237223
"797",46744,"0809",1,-0.01618279,-0.411420592,"CROZ",2008,"CROZ",-77.451285,169.230534
"798",46746,"1314",1,-0.14193163,-0.53532158,"CROZ",2013,"CROZ",-77.455319,169.227942
"799",46754,"0910",1,0.303709294,0.693093037,"CROZ",2009,"CROZ",-77.453589,169.234745
"800",46756,"1213",1,0.503237564,0.463467051,"CROZ",2012,"CROZ",-77.453343,169.228483
"801",46760,"0910",1,0.20401831,0.693093037,"CROZ",2009,"CROZ",-77.453383,169.22854
"802",46763,"1011",1,0.325637948,0.722766665,"CROZ",2010,"CROZ",-77.461362,169.280595
"803",46770,"0809",1,0.286279726,0.805254374,"CROZ",2008,"CROZ",-77.453351,169.230899
"804",46777,"1314",1,0.276730992,0.46467842,"CROZ",2013,"CROZ",-77.45225,169.229887
"805",46787,"0708",1,0.712595205,0.53289941,"CROZ",2007,"CROZ",-77.453093,169.232406
"806",46792,"1314",1,-0.030820519,0.46467842,"CROZ",2013,"CROZ",-77.453369,169.237178
"807",46801,"1011",1,-0.149004417,0.474237522,"CROZ",2010,"CROZ",-77.452731,169.232695
"808",46803,"1011",1,0.240347072,0.534531646,"CROZ",2010,"CROZ",-77.453243,169.237308
"809",46804,"1011",1,0.341498634,-0.525762478,"CROZ",2010,"CROZ",-77.453123,169.236285
"810",46806,"0708",1,-0.15941862,-0.232694923,"CROZ",2007,"CROZ",-77.452937,169.233146
"811",46813,"1213",1,-0.342757886,-0.536532949,"CROZ",2012,"CROZ",-77.451868,169.233414
"812",46815,"1314",1,0.068724676,-0.53532158,"CROZ",2013,"CROZ",-77.459016,169.228851
"813",46818,"0607",1,0.377219532,0.825929832,"CROZ",2006,"CROZ",-77.453227,169.239117
"814",46819,"0607",1,0.377219532,0.825929832,"CROZ",2006,"CROZ",-77.452878,169.236166
"815",46821,"1314",1,-0.290917627,-0.53532158,"CROZ",2013,"CROZ",-77.453145,169.23498
"816",46828,"0809",1,-0.168250371,-0.194745626,"CROZ",2008,"CROZ",-77.453173,169.231768
"817",46829,"1112",1,0.19092386,0.513441652,"CROZ",2011,"CROZ",-77.452386,169.233089
"818",46834,"0910",1,0.023273301,-0.306906963,"CROZ",2009,"CROZ",-77.453698,169.236838
"819",46847,"0708",1,-0.15941862,-0.232694923,"CROZ",2007,"CROZ",-77.452653,169.231939
"820",46853,"0809",1,0.079598671,0.645561103,"CROZ",2008,"CROZ",-77.453104,169.23894
"821",46856,"1011",1,-0.074229467,-0.465468354,"CROZ",2010,"CROZ",-77.453673,169.236943
