Rowid_,SUBCOL,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
,wb,1,18,72.000000000000000,10.478655815124512,13.643710136413574,3.165054321289063,11.408073902130127,0.769978612327919,205.345330238342290
,b26,2,318,1272.000000000000000,8.896785736083984,14.335139274597168,5.438353538513184,12.594816390823269,0.969634305864278,4005.151612281799300
,b25,3,4,16.000000000000000,5.870062351226807,6.505832672119141,0.635770320892334,6.195719122886658,0.225764234267798,24.782876491546631
,b24,4,51,204.000000000000000,1.618243455886841,4.501169204711914,2.882925748825073,2.835879678819694,0.704116698660247,144.629863619804380
,b23,5,229,916.000000000000000,4.167495727539063,11.521262168884277,7.353766441345215,7.764525544695458,1.543198012551448,1778.076349735260000
,b12,6,38,152.000000000000000,4.304631710052490,10.647673606872559,6.343041896820068,8.083384137404593,1.978153302585312,307.168597221374510
,n10,7,19,76.000000000000000,16.994918823242188,32.516094207763672,15.521175384521484,21.168051769858913,4.553564088732265,402.192983627319340
,n28,8,5,20.000000000000000,10.920563697814941,17.178853988647461,6.258290290832520,14.855687522888184,2.317332250367853,74.278437614440918
,c58,9,59,236.000000000000000,10.855254173278809,40.149559020996094,29.294304847717285,21.566022565809348,8.399674254461409,1272.395331382751500
,m27,10,11,44.000000000000000,10.315058708190918,13.992451667785645,3.677392959594727,12.941549561240457,1.044435641684337,142.357045173645020
,c46,11,16,64.000000000000000,12.436126708984375,14.293357849121094,1.857231140136719,13.152683734893799,0.464781573594896,210.442939758300780
,c6,12,22,88.000000000000000,13.362169265747070,15.790037155151367,2.427867889404297,14.981841260736639,0.516958199064690,329.600507736206050
,m28,13,20,80.000000000000000,11.918015480041504,13.593472480773926,1.675457000732422,12.888206815719604,0.522634552498445,257.764136314392090
,m29,14,12,48.000000000000000,11.206212043762207,12.118517875671387,0.912305831909180,11.768428405125936,0.286032592459772,141.221140861511230
,m25,15,9,36.000000000000000,9.595856666564941,9.898736953735352,0.302880287170410,9.778566254509819,0.107920742461204,88.007096290588379
,m23a,16,5,20.000000000000000,6.720002651214600,9.109189987182617,2.389187335968018,7.938889694213867,0.811995120493466,39.694448471069336
,m11,17,1,4.000000000000000,7.298242092132568,7.298242092132568,0.000000000000000,7.298242092132568,0.000000000000000,7.298242092132568
,m22a,18,2,8.000000000000000,8.578820228576660,8.665811538696289,0.086991310119629,8.622315883636475,0.043495655059814,17.244631767272949
,m23,19,46,184.000000000000000,4.680872917175293,8.457118988037109,3.776246070861816,7.229237888170325,0.794584789156465,332.544942855834960
,m24,20,4,16.000000000000000,9.844900131225586,11.242599487304688,1.397699356079102,10.391861200332642,0.519378214751429,41.567444801330566
,m21,21,28,112.000000000000000,7.466109752655029,10.395700454711914,2.929590702056885,8.627275262560163,0.619811483683702,241.563707351684570
