Rowid_,SUBCOL,ZONE_CODE,COUNT,AREA,MEAN
,wb,1,18,72.000000000000000,0.362211109863387
,b26,2,318,1272.000000000000000,0.340230188373500
,b25,3,4,16.000000000000000,0.297325000166893
,b24,4,51,204.000000000000000,0.290835293484669
,b23,5,229,916.000000000000000,0.297909169998752
,b12,6,38,152.000000000000000,0.265644737764409
,n10,7,19,76.000000000000000,0.319078947368421
,n28,8,5,20.000000000000000,0.300759994983673
,c58,9,59,236.000000000000000,0.242864406715005
,m27,10,11,44.000000000000000,0.270499996163628
,c46,11,16,64.000000000000000,0.262487504631281
,c6,12,22,88.000000000000000,0.261545456268571
,m28,13,20,80.000000000000000,0.275325000286102
,m29,14,12,48.000000000000000,0.279766668876012
,m25,15,9,36.000000000000000,0.259733339150747
,m23a,16,5,20.000000000000000,0.268819999694824
,m11,17,1,4.000000000000000,0.261500000953674
,m22a,18,2,8.000000000000000,0.257850006222725
,m23,19,46,184.000000000000000,0.262943478382152
,m24,20,4,16.000000000000000,0.252825006842613
,m21,21,28,112.000000000000000,0.253082147666386
,m16-22,22,27,108.000000000000000,0.254466665011865
,m12,23,41,164.000000000000000,0.253836585254204
,c51,24,18,72.000000000000000,0.243477778302299
,c38,25,13,52.000000000000000,0.300907694376432
,c24,26,28,112.000000000000000,0.297235714537757
,c37,27,13,52.000000000000000,0.294592307164119
,p55,28,8,32.000000000000000,0.292012497782707
,m33-34-35,29,229,916.000000000000000,0.282700000501616
,m6a,30,17,68.000000000000000,0.267241176436929
,m5,31,38,152.000000000000000,0.260792103252913
,m4,32,21,84.000000000000000,0.250014283827373
,m1a,33,13,52.000000000000000,0.242053845754037
,m14,34,6,24.000000000000000,0.249916665256023
,m14a,35,25,100.000000000000000,0.248791999816895
,m38,36,46,184.000000000000000,0.236034782036491
,m36,37,13,52.000000000000000,0.237100001711112
,mis,38,34,136.000000000000000,0.269688233733177
,p63,39,29,116.000000000000000,0.302268965490933
,p42,40,36,144.000000000000000,0.276219442486763
,p44,41,53,212.000000000000000,0.290277357933656
,p22,42,9,36.000000000000000,0.306655552652147
,p24,43,38,152.000000000000000,0.303242105402445
,p33,44,18,72.000000000000000,0.288277775049210
,p39,45,12,48.000000000000000,0.289674999813239
,p21,46,24,96.000000000000000,0.304466668516397
,qr132,47,15,60.000000000000000,0.235073331991831
,qr20,48,40,160.000000000000000,0.251359998062253
,s39,49,10,40.000000000000000,0.211860001087189
,s5,50,10,40.000000000000000,0.238760000467300
,qr65,51,30,120.000000000000000,0.237500001986822
,d22,52,10,40.000000000000000,0.432579997181892
,d16,53,10,40.000000000000000,0.440620002150536
,d9-11,54,3,12.000000000000000,0.500466674566269
,d35,55,9,36.000000000000000,0.449844443135791
,d12,56,13,52.000000000000000,0.444384616154891
,d47,57,16,64.000000000000000,0.414037501439452
,hk1,58,40,160.000000000000000,0.398884999006987
,d1,59,236,944.000000000000000,0.530742797558591
,g58,60,2,8.000000000000000,0.209049999713898
,g23,61,4,16.000000000000000,0.219974998384714
,g43,62,10,40.000000000000000,0.297740000486374
,f37,63,26,104.000000000000000,0.332184616189737
,g35,64,71,284.000000000000000,0.310525351007220
,f23,65,10,40.000000000000000,0.335629996657372
,g32,66,10,40.000000000000000,0.289910003542900
,f5,67,41,164.000000000000000,0.371539025771909
,fbeach,68,136,544.000000000000000,0.358767645323978
,g2,69,23,92.000000000000000,0.233104349478431
,d70,70,5,20.000000000000000,0.366060000658035
,b33,71,9,36.000000000000000,0.280788885222541
,s2-4,72,130,520.000000000000000,0.226789230337510
,p6,73,223,892.000000000000000,0.321980716802614
,l17,74,45,180.000000000000000,0.272155555089315
,l23_1,75,1,4.000000000000000,0.290100008249283
,t5,76,32,128.000000000000000,0.212215624749660
,m7,77,56,224.000000000000000,0.270017857530287
,m6,78,11,44.000000000000000,0.268927273425189
,m31,79,106,424.000000000000000,0.284069811398128
,m30,80,38,152.000000000000000,0.280384210379500
,m32,81,59,236.000000000000000,0.281242374141338
,m37,82,13,52.000000000000000,0.308869233498207
,g54,83,6,24.000000000000000,0.287283336122831
,t16,84,48,192.000000000000000,0.194593750561277
,l13,85,119,476.000000000000000,0.261884874656421
,n22,86,7,28.000000000000000,0.300085714885167
,n12,87,15,60.000000000000000,0.318346663316091
,s38,88,27,108.000000000000000,0.248288888622213
,p40_1,89,19,76.000000000000000,0.277800003164693
,c30-31,90,144,576.000000000000000,0.229704167072972
,l23_2,91,1,4.000000000000000,0.278400003910065
,s3,92,1,4.000000000000000,0.205500006675720
,d24_2,93,5,20.000000000000000,0.442299997806549
,d24_1,94,25,100.000000000000000,0.441763998270035
,c19-1,95,9,36.000000000000000,0.256422218349245
,n11,96,8,32.000000000000000,0.330012504011393
,b10,97,40,160.000000000000000,0.257677500694990
,t7,98,64,256.000000000000000,0.234684374881908
,t18,99,2,8.000000000000000,0.243199996650219
,s33,100,50,200.000000000000000,0.227698000371456
,d48,101,6,24.000000000000000,0.412766665220261
,p23,102,3,12.000000000000000,0.309866666793823
,m19,103,36,144.000000000000000,0.248002778324816
,m20,104,84,336.000000000000000,0.244198809599593
,g46,105,3,12.000000000000000,0.305133342742920
,l19,106,4,16.000000000000000,0.259975001215935
,c40,107,2,8.000000000000000,0.288300007581711
