OID_,Value,SrcID_Feat,SrcID_Rast,Warning
,237.095825195000000,19,0, 
,249.364547729000010,19,0, 
,236.709457396999990,19,0, 
,217.971572876000010,19,0, 
,242.233444214000000,19,0, 
,228.771881103999990,19,0, 
,237.386657715000010,19,0, 
,249.020004271999990,19,0, 
,250.800598145000010,19,0, 
,218.071899414000000,19,0, 
,227.774963379000010,19,0, 
,226.861999512000010,19,0, 
,210.826629639000000,19,0, 
,95.581336975100001,19,0, 
,207.870193481000000,19,0, 
,212.017684937000010,19,0, 
,210.635208130000000,19,0, 
,205.156692505000000,19,0, 
,203.036956787000010,19,0, 
,51.647563934300003,19,0, 
,63.936141967799998,19,0, 
,205.543853759999990,19,0, 
,212.528778076000010,19,0, 
,200.573059081999990,19,0, 
,208.002975464000000,19,0, 
,217.431625365999990,19,0, 
,224.988967895999990,19,0, 
,84.105056762700002,19,0, 
,226.536361693999990,19,0, 
,233.346801758000000,19,0, 
,256.673065185999970,19,0, 
,280.425720215000010,19,0, 
,273.200866699000020,19,0, 
,84.084655761700006,19,0, 
,232.149200439000000,19,0, 
,293.587738037000010,19,0, 
,298.714324950999980,19,0, 
,293.991455078000000,19,0, 
,279.979278564000030,19,0, 
,88.336730957000000,19,0, 
,96.208412170399995,19,0, 
,101.224334717000000,19,0, 
,142.529983520999990,19,0, 
,245.843475342000000,19,0, 
,299.224182128999980,19,0, 
,302.630584716999980,19,0, 
,292.950653075999980,19,0, 
,301.217041016000000,19,0, 
,338.760131836000030,19,0, 
,356.674255371000020,19,0, 
,40.874599456799999,19,0, 
,94.142860412600001,19,0, 
,97.827209472700005,19,0, 
,97.820449829099999,19,0, 
,97.990577697800006,19,0, 
,103.939300536999990,19,0, 
,259.689178466999980,19,0, 
,295.642913818000010,10,0, 
,281.302825928000000,10,0, 
,278.761444091999980,10,0, 
,285.170715331999990,10,0, 
,291.869506836000030,19,0, 
,295.222930908000020,19,0, 
,311.626464844000000,19,0, 
,336.678619384999990,19,0, 
,336.696563721000020,19,0, 
,50.232711792000003,19,0, 
,80.902076721200004,19,0, 
,91.599327087399999,19,0, 
,95.642379760699995,19,0, 
,94.851783752399996,19,0, 
,92.087341308600003,19,0, 
,87.976959228499993,19,0, 
,288.429077147999980,19,0, 
,305.450866699000020,10,0, 
,303.344543456999990,10,0, 
,296.287750243999990,10,0, 
,279.743957519999980,10,0, 
,266.606597900000000,10,0, 
,272.708709716999980,10,0, 
,300.456176758000030,19,0, 
,323.489105225000000,19,0, 
,355.959777831999990,19,0, 
,345.729583740000010,19,0, 
,50.046360015899999,19,0, 
,82.003028869600001,19,0, 
,89.421554565400001,19,0, 
,92.466896057100001,19,0, 
,92.885589599599996,19,0, 
,91.835739135699995,19,0, 
,90.281990051299999,19,0, 
,292.636474609000000,19,0, 
,294.552001953000000,19,0, 
,295.913391112999990,19,0, 
,302.975067138999980,10,0, 
,296.888519287000010,10,0, 
,286.280334472999980,10,0, 
,276.935485840000010,10,0, 
,273.694366455000020,10,0, 
,276.530181884999990,10,0, 
,316.798736572000000,19,0, 
,359.090393065999990,19,0, 
,1.305240511890000,19,0, 
,74.693504333500002,19,0, 
,97.903823852499997,19,0, 
,99.262428283700004,19,0, 
,98.245475768999995,19,0, 
,96.832015991199995,19,0, 
,93.831001281699997,19,0, 
,87.163803100600006,19,0, 
,57.928913116499999,19,0, 
,306.091827393000020,19,0, 
,301.124694824000020,19,0, 
,304.269897461000030,10,0, 
,297.684631347999980,10,0, 
,290.522857665999990,10,0, 
,284.027435303000000,10,0, 
,281.361389159999990,10,0, 
,292.315307616999970,10,0, 
,299.090240478999990,10,0, 
,281.856842040999990,10,0, 
,316.896636962999990,19,0, 
,308.202362060999970,19,0, 
,302.554840087999990,19,0, 
,306.140197753999980,19,0, 
,91.739311218300003,19,0, 
,115.810287476000000,19,0, 
,114.560012817000000,19,0, 
,110.390174866000000,19,0, 
,105.301208496000000,19,0, 
,97.707717895499997,19,0, 
,64.769889831499995,19,0, 
,314.540313721000020,19,0, 
,305.614715575999980,19,0, 
,302.139099121000020,19,0, 
,297.475708008000030,10,0, 
,292.088409424000020,10,0, 
,279.438629150000000,10,0, 
,274.588592528999980,10,0, 
,279.532043456999990,10,0, 
,286.012695312999990,10,0, 
,275.782440185999970,10,0, 
,334.594970703000000,19,0, 
,335.644287109000000,19,0, 
,351.661407471000020,19,0, 
,6.295610904690000,19,0, 
,19.428276061999998,19,0, 
,52.392486572300001,19,0, 
,118.722038269000000,19,0, 
,115.362716675000000,19,0, 
,112.837104796999990,19,0, 
,298.721099853999990,19,0, 
,305.600769043000010,19,0, 
,310.322723388999980,19,0, 
,310.696380615000010,19,0, 
,286.994293212999990,10,0, 
,283.695892334000010,10,0, 
,279.821777344000000,10,0, 
,278.427215575999980,10,0, 
,279.113250731999980,10,0, 
,279.651702881000010,10,0, 
,275.563659668000010,10,0, 
,341.542724609000000,19,0, 
,341.645751953000000,19,0, 
,349.515289306999990,19,0, 
,1.291347026820000,19,0, 
,13.150330543500001,19,0, 
,22.090415954600001,19,0, 
,29.345899581899999,19,0, 
,43.409152984599999,19,0, 
,107.510444641000010,19,0, 
,316.246398925999980,19,0, 
,314.185424805000030,19,0, 
,317.182800293000010,19,0, 
,317.859069824000020,19,0, 
,289.818481444999970,10,0, 
,286.145477294999980,10,0, 
,280.903686522999980,10,0, 
,354.295745850000000,19,0, 
,18.711156845100000,19,0, 
,24.538295745799999,19,0, 
,30.625276565600000,19,0, 
,39.134513855000002,19,0, 
,62.542728424099998,19,0, 
,64.037055969199997,19,0, 
,60.512298584000000,19,0, 
,56.194129943800000,19,0, 
,327.813812256000010,19,0, 
,291.438018799000020,10,0, 
,287.000793456999990,10,0, 
,16.734722137500000,19,0, 
,21.374269485500001,19,0, 
,27.741142272899999,19,0, 
,292.618316650000000,10,0, 
,287.849456787000010,10,0, 
,255.544235229000010,10,0, 
,292.608947753999980,10,0, 
,294.092620850000000,10,0, 
,296.541564940999990,10,0, 
,295.603271484000000,10,0, 
,186.920852661000000,10,0, 
,156.533279419000000,10,0, 
,220.561233520999990,10,0, 
,295.710906981999980,10,0, 
,297.277038574000020,10,0, 
,302.608551025000000,10,0, 
,79.499214172400002,10,0, 
,105.058959961000000,10,0, 
,277.469848633000030,10,0, 
,285.648742675999980,9,0, 
,282.953857422000000,9,0, 
,295.091400146000010,10,0, 
,295.978332519999980,10,0, 
,302.044006347999980,10,0, 
,67.518493652299995,10,0, 
,282.419433594000000,9,0, 
,282.369628906000000,9,0, 
,284.986694336000030,9,0, 
,276.873809814000030,9,0, 
,279.826568603999990,9,0, 
,271.650360106999980,11,0, 
,264.638153075999980,26,0, 
,7.359498977660000,25,0, 
,2.186201095580000,25,0, 
,353.029449462999990,25,0, 
,157.808746337999990,11,0, 
,9.219016075130000,25,0, 
,3.860211610790000,25,0, 
,1.861712694170000,25,0, 
,3.629479646680000,25,0, 
,355.444488525000000,25,0, 
,355.412414550999980,25,0, 
,355.629119872999980,25,0, 
