Rowid_,SUBCOL,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
,n22,85,7,28.000000000000000,256383.640625000000000,257998.015625000000000,1614.375000000000000,257362.214285714290000,535.454630565832080,1801535.500000000000000
,n12,86,15,60.000000000000000,249276.609375000000000,250941.093750000000000,1664.484375000000000,249988.271875000010000,462.600173370069340,3749824.078125000000000
,s38,87,27,108.000000000000000,276841.500000000000000,281947.218750000000000,5105.718750000000000,279095.018518518540000,1274.788733918660000,7535565.500000000000000
,p40_1,88,19,76.000000000000000,240422.265625000000000,243318.015625000000000,2895.750000000000000,241612.053453947360000,894.197930207074480,4590629.015625000000000
,c30-31,89,144,576.000000000000000,233605.562500000000000,310483.156250000000000,76877.593750000000000,278853.199544270810000,10678.582164593119000,40154860.734375000000000
,l23_2,90,1,4.000000000000000,240041.171875000000000,240041.171875000000000,0.000000000000000,240041.171875000000000,0.000000000000000,240041.171875000000000
,s3,91,1,4.000000000000000,291169.562500000000000,291169.562500000000000,0.000000000000000,291169.562500000000000,0.000000000000000,291169.562500000000000
,d24_2,92,5,20.000000000000000,260021.468750000000000,263941.781250000000000,3920.312500000000000,261478.540624999990000,1454.824571201349700,1307392.703125000000000
,d24_1,93,25,100.000000000000000,264759.625000000000000,271856.750000000000000,7097.125000000000000,269221.941249999970000,2290.111187024670900,6730548.531250000000000
,c19-1,94,9,36.000000000000000,257400.078125000000000,266632.281250000000000,9232.203125000000000,261296.854166666660000,2724.374659090525700,2351671.687500000000000
,n11,95,8,32.000000000000000,244028.156250000000000,247541.546875000000000,3513.390625000000000,245618.775390625000000,1224.541853526288400,1964950.203125000000000
,b10,96,40,160.000000000000000,259522.843750000000000,282285.656250000000000,22762.812500000000000,274174.403906250020000,3645.551320511200600,10966976.156250000000000
,t7,97,64,256.000000000000000,268710.281250000000000,281904.562500000000000,13194.281250000000000,276949.078125000000000,3517.635754360306700,17724741.000000000000000
,t18,98,2,8.000000000000000,272260.156250000000000,276329.718750000000000,4069.562500000000000,274294.937500000000000,2034.781250000000000,548589.875000000000000
,s33,99,50,200.000000000000000,280029.906250000000000,291533.718750000000000,11503.812500000000000,286224.014375000030000,2733.974642233354600,14311200.718750000000000
,d48,100,6,24.000000000000000,251833.359375000000000,254740.312500000000000,2906.953125000000000,253412.276041666660000,1104.995331813336000,1520473.656250000000000
,p23,101,3,12.000000000000000,243194.468750000000000,248354.203125000000000,5159.734375000000000,246260.942708333340000,2216.013410518478400,738782.828125000000000
