Rowid_,SUBCOL,ZONE_CODE,COUNT,AREA,MEAN
,wb,1,18,72.000000000000000,0.227616666091813
,b26,2,318,1272.000000000000000,0.216500629184756
,b25,3,4,16.000000000000000,0.198750000447035
,b24,4,51,204.000000000000000,0.180288234762117
,b23,5,229,916.000000000000000,0.199431004417515
,b12,6,38,152.000000000000000,0.219465790610564
,n10,7,19,76.000000000000000,0.343063155287191
,n28,8,5,20.000000000000000,0.337739998102188
,c58,9,59,236.000000000000000,0.264823728951357
,m27,10,11,44.000000000000000,0.258263631300493
,c46,11,16,64.000000000000000,0.237099999561906
,c6,12,22,88.000000000000000,0.257868184284730
,m28,13,20,80.000000000000000,0.262849999964237
,m29,14,12,48.000000000000000,0.269324995577335
,m25,15,9,36.000000000000000,0.242477777931425
,m23a,16,5,20.000000000000000,0.247780001163483
,m11,17,1,4.000000000000000,0.226699993014336
,m22a,18,2,8.000000000000000,0.235350005328655
,m23,19,46,184.000000000000000,0.235052173876244
,m24,20,4,16.000000000000000,0.242425002157688
,m21,21,28,112.000000000000000,0.237199999392033
,m16-22,22,27,108.000000000000000,0.227681482831637
,m12,23,41,164.000000000000000,0.213597561528043
,c51,24,18,72.000000000000000,0.178694446053770
,c38,25,13,52.000000000000000,0.302446154447702
,c24,26,28,112.000000000000000,0.298403571758951
,c37,27,13,52.000000000000000,0.290823076780026
,p55,28,8,32.000000000000000,0.292012505233288
,m33-34-35,29,229,916.000000000000000,0.271358514456770
,m6a,30,17,68.000000000000000,0.234470587442903
,m5,31,38,152.000000000000000,0.213749999670606
,m4,32,21,84.000000000000000,0.186980951400030
,m1a,33,13,52.000000000000000,0.219676923293334
,m14,34,6,24.000000000000000,0.211683335403601
,m14a,35,25,100.000000000000000,0.204523999691010
,m38,36,46,184.000000000000000,0.184978260294251
,m36,37,13,52.000000000000000,0.215961538828336
,mis,38,34,136.000000000000000,0.240714705603964
,p63,39,29,116.000000000000000,0.301658620094431
,p42,40,36,144.000000000000000,0.273341664837466
,p44,41,53,212.000000000000000,0.286684906145312
,p22,42,9,36.000000000000000,0.311533331871033
,p24,43,38,152.000000000000000,0.306378945708275
,p33,44,18,72.000000000000000,0.282327779465252
,p39,45,12,48.000000000000000,0.278900002439817
,p21,46,24,96.000000000000000,0.315841664870580
,qr132,47,15,60.000000000000000,0.231786666313807
,qr20,48,40,160.000000000000000,0.314627501368523
,s39,49,10,40.000000000000000,0.227519999444485
,s5,50,10,40.000000000000000,0.256289997696877
,qr65,51,30,120.000000000000000,0.220366669197877
,d22,52,10,40.000000000000000,0.194689999520779
,d16,53,10,40.000000000000000,0.168559998273849
,d9-11,54,3,12.000000000000000,0.355433334906896
,d35,55,9,36.000000000000000,0.222644443313281
,d12,56,13,52.000000000000000,0.262738460531602
,d47,57,16,64.000000000000000,0.232343748211861
,hk1,58,40,160.000000000000000,0.409862501919270
,d1,59,236,944.000000000000000,0.423363135401475
,g58,60,2,8.000000000000000,0.220350004732609
,g23,61,4,16.000000000000000,0.218550000339746
,g43,62,10,40.000000000000000,0.188120001554489
,f37,63,26,104.000000000000000,0.192773076777275
,g35,64,71,284.000000000000000,0.163928168340468
,f23,65,10,40.000000000000000,0.149240000545979
,g32,66,10,40.000000000000000,0.147269999980927
,f5,67,41,164.000000000000000,0.290892683151292
,fbeach,68,136,544.000000000000000,0.248829411452307
,g2,69,23,92.000000000000000,0.178234783203706
,d70,70,5,20.000000000000000,0.226699998974800
,b33,71,9,36.000000000000000,0.252933333317439
,s2-4,72,130,520.000000000000000,0.265852308731813
,p6,73,223,892.000000000000000,0.306655157708266
,l17,74,45,180.000000000000000,0.266057778398196
,l23_1,75,1,4.000000000000000,0.281599998474121
,t5,76,32,128.000000000000000,0.224650000222027
,m7,77,56,224.000000000000000,0.236641070672444
,m6,78,11,44.000000000000000,0.233536362648010
,m31,79,106,424.000000000000000,0.265033961888754
,m30,80,38,152.000000000000000,0.268965794067634
,m32,81,59,236.000000000000000,0.268762712256383
,m37,82,13,52.000000000000000,0.307438464118884
,g54,83,6,24.000000000000000,0.173016664882501
,t16,84,48,192.000000000000000,0.190518750188251
,l13,85,119,476.000000000000000,0.226584873404823
,n22,86,7,28.000000000000000,0.338657149246761
,n12,87,15,60.000000000000000,0.318793330589930
,s38,88,27,108.000000000000000,0.205162962829625
,p40_1,89,19,76.000000000000000,0.273894733504245
,c30-31,90,144,576.000000000000000,0.202182638769348
,l23_2,91,1,4.000000000000000,0.271600008010864
,s3,92,1,4.000000000000000,0.240400001406670
,d24_2,93,5,20.000000000000000,0.178659999370575
,d24_1,94,25,100.000000000000000,0.190703999996185
,c19-1,95,9,36.000000000000000,0.230222223533524
,n11,96,8,32.000000000000000,0.331487499177456
,b10,97,40,160.000000000000000,0.231132500618696
,t7,98,64,256.000000000000000,0.261706249788404
,t18,99,2,8.000000000000000,0.179799996316433
,s33,100,50,200.000000000000000,0.211385999321938
,d48,101,6,24.000000000000000,0.234633331497510
,p23,102,3,12.000000000000000,0.309866666793823
,m19,103,36,144.000000000000000,0.219333333687650
,m20,104,84,336.000000000000000,0.226030952696289
,g46,105,3,12.000000000000000,0.161433329184850
,l19,106,4,16.000000000000000,0.250849999487400
,c40,107,2,8.000000000000000,0.281099990010262
